Dividendos_Pagos,2013T3,2014T1,2014T3,2015T1,2015T3,2016T1,2016T3,2017T1,2017T3,2018T1,2018T3,2018T4,2019T1,2019T3,2020T1,2020T3,2021T1,2021T3,2022T1,2022T3,2023T1,2023T3,2024T1,2024T3,2025T1,2025T3
Dividendos + JCP Pagos no Trimestre,2.2205,2.4226,1.7417,2.6511,2.8435,3.3471,2.7288,2.8916,3.0181,3.1346,3.2139,4.7516,2.3862,2.5355,8.6721,3.0233,1.6624,2.4003,3.8179,3.4283,5.1369,4.9405,3.6559,3.73,5.8208,5.4986
