especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,322687786,322687786,322687786,659164518,655824766,655881617,655963668,656262210,1294424527,1300016941,1597341594,1598425856,1598431289,95083599,95086997,ON
PN,0,0,0,631586626,634926378,635040080,635204182,635801266,0,0,0,0,0,0,0,PN
TOTAL,322687786,322687786,322687786,1290751144,1290751144,1290921697,1291167850,1292063476,1294424527,1300016941,1597341594,1598425856,1598431289,95083599,95086997,TOTAL
