cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,1257471.000,1336017.000,1514486.000,4498068.000,4884407.000,5041067.000,4926442.000,6164800.000,5491084.000,5317719.000,5394201.000,6643246.000,6000202.000,6062083.000,6332810.000,3360850.000,5448548.000,5525292.000,5296697.000,6403463.000,5388000.000,4324000.000,4095000.000,5461000.000,4704000.000,4338000.000,4112000.000,6665000.000,5993000.000,6146000.000,6109000.000,7442000.000,6624000.000,6462000.000,6377000.000,7465000.000,6330000.000,6024000.000,5688000.000,7613000.000,6339000.000,5280000.000,7812000.000,9470000.000,7547000.000,7876000.000,7349000.000,8127000.000,7399000.000,7646000.000,7008000.000,8845000.000,7354000.000,7489000.000,6590000.000,7414000.000,6347000.000,6479000.000,6399000.000,7981000.000,6991000.000,6867000.000,6868000.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-992222.000,-1098833.000,-1214191.000,-3397033.000,-3572777.000,-3622675.000,-3466518.000,-4305849.000,-3961079.000,-3877788.000,-3945764.000,-4713210.000,-4333663.000,-4323303.000,-4501294.000,-1897565.000,-3771848.000,-3791857.000,-3556783.000,-4198512.000,-3610000.000,-2917000.000,-2752000.000,-3816000.000,-3271000.000,-2677000.000,-2706000.000,-4459000.000,-4125000.000,-4227000.000,-4106000.000,-5052000.000,-4479000.000,-4594000.000,-4513000.000,-5445000.000,-4582000.000,-4337000.000,-4024000.000,-5369000.000,-4391000.000,-3418000.000,-5048000.000,-6578000.000,-5178000.000,-5447000.000,-5184000.000,-5763000.000,-5124000.000,-5247000.000,-4859000.000,-6078000.000,-4994000.000,-5352000.000,-5077000.000,-5369000.000,-4445000.000,-4487000.000,-4376000.000,-5521000.000,-4882000.000,-4800000.000,-4806000.000
3.03,Resultado Bruto,265249.000,237184.000,300295.000,1101035.000,1311630.000,1418392.000,1459924.000,1858951.000,1530005.000,1439931.000,1448437.000,1930036.000,1666539.000,1738780.000,1831516.000,1463285.000,1676700.000,1733435.000,1739914.000,2204951.000,1778000.000,1407000.000,1343000.000,1645000.000,1433000.000,1661000.000,1406000.000,2206000.000,1868000.000,1919000.000,2003000.000,2390000.000,2145000.000,1868000.000,1864000.000,2020000.000,1748000.000,1687000.000,1664000.000,2244000.000,1948000.000,1862000.000,2764000.000,2892000.000,2369000.000,2429000.000,2165000.000,2364000.000,2275000.000,2399000.000,2149000.000,2767000.000,2360000.000,2137000.000,1513000.000,2045000.000,1902000.000,1992000.000,2023000.000,2460000.000,2109000.000,2067000.000,2062000.000
3.04,Despesas/Receitas Operacionais,-254685.000,-113400.000,-229197.000,-1003566.000,-1188039.000,-1246596.000,-1288701.000,-1475337.000,-1288755.000,-1261865.000,-1194214.000,-1389645.000,-1364874.000,-1424090.000,-1382614.000,-291177.000,-1236712.000,-1282885.000,-1265414.000,-1478989.000,-1316000.000,-1221000.000,-1360000.000,-1569000.000,-1369000.000,-1485000.000,-1353000.000,-1786000.000,-1642000.000,-1805000.000,-1732000.000,-1959000.000,-1843000.000,-1624000.000,-1811000.000,-2266000.000,-1509000.000,-1577000.000,-2036000.000,-3263000.000,-1613000.000,-1557000.000,-1877000.000,-2800000.000,-2032000.000,-2273000.000,-3338000.000,-2027000.000,-1889000.000,-1953000.000,-2081000.000,-2506000.000,-2086000.000,-2179000.000,-2173000.000,-2778000.000,-1918000.000,-1907000.000,-1843000.000,-2199000.000,-1822000.000,-1784000.000,-1780000.000
3.04.02,Despesas Gerais e Administrativas,-44574.000,-4950.000,-21802.000,-173893.000,-207610.000,-261146.000,-234962.000,-234442.000,-243854.000,-235993.000,-154992.000,-291035.000,-193148.000,-162209.000,-171194.000,-10937.000,-130472.000,-123666.000,-125278.000,-151584.000,-153000.000,-100000.000,-117000.000,-132000.000,-147000.000,-132000.000,-86000.000,-265000.000,-172000.000,-179000.000,-221000.000,-283000.000,-263000.000,-226000.000,-255000.000,-306000.000,-142000.000,-198000.000,-203000.000,-388000.000,-127000.000,-180000.000,-174000.000,-410000.000,-234000.000,-212000.000,-350000.000,-281000.000,-271000.000,-258000.000,-255000.000,-348000.000,-275000.000,-255000.000,-286000.000,-365000.000,-296000.000,-288000.000,-279000.000,-332000.000,-265000.000,-284000.000,-292000.000
3.04.05,Outras Despesas Operacionais,-63439.000,11761.000,-12475.000,-166732.000,-83488.000,-88232.000,-177181.000,-182440.000,-81338.000,-121486.000,-130587.000,-194941.000,-36516.000,-104953.000,-39913.000,-194692.000,-40344.000,-37132.000,-51189.000,-70335.000,-45000.000,-18000.000,-164000.000,-112000.000,-84000.000,-84000.000,-85000.000,-109000.000,-81000.000,-223000.000,-81000.000,-76000.000,-87000.000,-134000.000,-91000.000,-503000.000,-231000.000,-234000.000,-499000.000,-973000.000,-240000.000,-204000.000,-263000.000,-410000.000,-202000.000,-280000.000,-783000.000,-252000.000,-232000.000,-188000.000,-265000.000,-312000.000,-350000.000,-464000.000,-545000.000,-843000.000,-353000.000,-318000.000,-261000.000,-320000.000,-230000.000,-237000.000,-252000.000
3.04.06,Resultado de Equivalência Patrimonial,3347.000,3957.000,2281.000,3214.000,3054.000,3738.000,3341.000,5774.000,561.000,-432.000,3667.000,-4250.000,1673.000,1229.000,5514.000,6716.000,-3413.000,-40.000,1602.000,4851.000,-22000.000,-19000.000,-29000.000,-115000.000,-30000.000,-98000.000,-52000.000,-7000.000,7000.000,7000.000,6000.000,6000.000,6000.000,6000.000,9000.000,19000.000,10000.000,10000.000,12000.000,15000.000,13000.000,12000.000,16000.000,12000.000,16000.000,13000.000,7000.000,9000.000,7000.000,8000.000,17000.000,8000.000,15000.000,11000.000,14000.000,10000.000,10000.000,23000.000,14000.000,19000.000,24000.000,19000.000,17000.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,10564.000,123784.000,71098.000,97469.000,123591.000,171796.000,171223.000,383614.000,241250.000,178066.000,254223.000,540391.000,301665.000,314690.000,448902.000,1172108.000,439988.000,450550.000,474500.000,725962.000,462000.000,186000.000,-17000.000,76000.000,64000.000,176000.000,53000.000,420000.000,226000.000,114000.000,271000.000,431000.000,302000.000,244000.000,53000.000,-246000.000,239000.000,110000.000,-372000.000,-1019000.000,335000.000,305000.000,887000.000,92000.000,337000.000,156000.000,-1173000.000,337000.000,386000.000,446000.000,68000.000,261000.000,274000.000,-42000.000,-660000.000,-733000.000,-16000.000,85000.000,180000.000,261000.000,287000.000,283000.000,282000.000
3.06,Resultado Financeiro,-27059.000,-77222.000,-89620.000,-221370.000,-164068.000,-169692.000,-160702.000,-197423.000,-193287.000,-163982.000,-155198.000,-164923.000,-146127.000,-170427.000,-179206.000,-54955.000,-159569.000,-167072.000,-147273.000,-205086.000,-88000.000,-187000.000,-69000.000,-283000.000,-37000.000,-260000.000,-160000.000,-319000.000,-140000.000,-195000.000,-239000.000,-191000.000,-157000.000,-214000.000,-204000.000,-166000.000,-258000.000,-276000.000,-240000.000,-188000.000,-318000.000,-200000.000,-107000.000,-71000.000,-284000.000,-244000.000,-251000.000,-438000.000,-428000.000,-574000.000,-601000.000,-641000.000,-827000.000,-800000.000,-680000.000,-734000.000,-486000.000,-42000.000,-738000.000,-921000.000,-922000.000,-1147000.000,-1061000.000
3.06.01,Receitas Financeiras,4737.000,2584.000,2454.000,24563.000,52181.000,54322.000,79449.000,70226.000,48954.000,39996.000,44166.000,47558.000,53147.000,53442.000,66147.000,91179.000,87925.000,81610.000,99369.000,88096.000,66000.000,0.000,0.000,-66000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,471000.000,110000.000,108000.000,156000.000
