Dividendos_Pagos,1997T1,1998T1,1999T2,2000T2,2001T1,2002T2,2003T2,2004T1,2004T2,2005T2,2006T2,2007T2,2008T2,2009T2,2013T2,2013T3,2013T4,2015T2,2016T2,2016T3,2017T4,2018T2
Dividendos + JCP Pagos no Trimestre,0.839,0.4691,0.2982,0.5366,0.59,0.3575,0.4469,0.0816,0.0668,0.4091,0.5201,0.6685,0.3473,0.0318,0.0145,0.6443,0.5651,0.8626,0.0026,0.0103,0.1352,0.0597
