cd_conta,conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3
1,Ativo Total,814911.0,798334.0,792497.0,701474.0,710032.0,687388.0,640230.0,711099.0,592254.0,621089.0,676552.0,685366.0,622046.0,636185.0,635642.0,631662.0,604804.0,608420.0,593775.0,657593.0,679554.0,697667.0,665953.0,674947.0,647833.0,847869.0,883826.0,852330.0,839660.0,864840.0,904491.0,864393.0,878003.0,850709.0,900800.0,826455.0,846710.0,882398.0,921921.0
1.01,Ativo Circulante,406496.0,365435.0,341600.0,296326.0,317177.0,302562.0,258576.0,242388.0,231249.0,251643.0,300421.0,321212.0,257065.0,274580.0,273778.0,280600.0,248866.0,251699.0,245608.0,270194.0,291981.0,304582.0,267158.0,282846.0,252569.0,312538.0,348726.0,373721.0,377281.0,407053.0,426305.0,412733.0,444674.0,402095.0,438032.0,400686.0,431530.0,471450.0,497143.0
1.01.01,Caixa e Equivalentes de Caixa,45719.0,9563.0,10502.0,17939.0,20756.0,17897.0,15808.0,9451.0,41197.0,38839.0,26359.0,18308.0,17886.0,11170.0,7848.0,13918.0,12699.0,12431.0,9483.0,13237.0,15836.0,20258.0,10693.0,13851.0,2945.0,9783.0,14503.0,20544.0,20781.0,8509.0,39630.0,15890.0,80759.0,36187.0,38209.0,17511.0,40099.0,63819.0,102431.0
1.01.02,Aplicações Financeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8428.0,10304.0,20875.0,23788.0,9312.0,5269.0,5411.0,5175.0,5271.0,3461.0,5649.0,5937.0,7021.0,7583.0,8361.0,14828.0,17501.0,17918.0,16509.0,19765.0,16802.0,14056.0,11737.0,18601.0,13498.0,8096.0,3482.0,13605.0
1.01.03,Contas a Receber,245372.0,253387.0,245091.0,190101.0,203691.0,210192.0,145894.0,152738.0,115248.0,133316.0,192446.0,208661.0,132520.0,165491.0,151727.0,169105.0,149263.0,149176.0,146305.0,188541.0,167268.0,155310.0,142424.0,161027.0,138575.0,165015.0,165988.0,185078.0,182043.0,201677.0,193967.0,230074.0,185653.0,173430.0,204678.0,199634.0,223980.0,237716.0,242614.0
1.01.04,Estoques,74598.0,68928.0,52672.0,77758.0,78061.0,60253.0,83121.0,52576.0,54609.0,71088.0,63478.0,57857.0,74115.0,60749.0,75077.0,78092.0,72307.0,76331.0,75284.0,54484.0,65581.0,87747.0,85896.0,91112.0,91346.0,86500.0,97257.0,89770.0,91458.0,108596.0,112047.0,87675.0,98015.0,110192.0,108180.0,91634.0,100377.0,126805.0,121829.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,22238.0,11630.0,9355.0,10070.0,10337.0,10880.0,12152.0,26679.0,16766.0,6330.0,16479.0,27622.0,18364.0,13368.0,11885.0,7931.0,5867.0,6054.0,7357.0,7327.0,36085.0,32374.0,19986.0,7673.0,7682.0,38697.0,53044.0,57022.0,60933.0,68631.0,58051.0,58543.0,61193.0,61458.0,60256.0,68672.0,48191.0,28815.0,10640.0
1.01.07,Despesas Antecipadas,18569.0,21927.0,23980.0,458.0,4332.0,3340.0,1601.0,944.0,3429.0,2070.0,1659.0,336.0,3876.0,2927.0,3453.0,2242.0,3461.0,2296.0,2004.0,1334.0,3750.0,3244.0,2222.0,2162.0,4438.0,4182.0,3106.0,3806.0,4148.0,3131.0,2845.0,3749.0,4998.0,9091.0,8108.0,9737.0,10787.0,10813.0,6024.0
1.01.08,Outros Ativos Circulantes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
