Dividendos_Pagos,1996T2,1997T2,1998T2,1999T2,2000T2,2000T4,2001T4,2002T4,2003T4,2004T4,2005T4,2006T4,2007T2,2007T4,2008T2,2008T4,2009T2,2009T3,2009T4,2010T3,2010T4,2011T2,2011T3,2011T4,2012T2,2012T3,2012T4,2013T2,2013T3,2013T4,2014T2,2014T3,2014T4,2015T2,2020T3,2020T4,2021T2,2021T4,2022T1,2022T2,2022T3,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,7.195,7.702,5.975,5.975,13.4,32.5,35.48,60.0,85.4,88.0,100.0,89.6,13.0,8.26,2.46,8.52,1.5,4.34,4.18,4.2,4.2,5.4,4.32,4.34,11.581,4.247,3.894,11.4792,3.3788,3.38,2.8,1.8,2.2,1.02,0.3603,1.5566,2.3781,6.1018,2.6435,8.2039,2.2371,3.1519,2.5594,1.598,1.4309,3.4308,2.9345,3.1351,3.1587,3.469,1.355,35.7324
