cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,107909.0,171520.0,202765.0,223785.0,115793.0,88293.0,120912.0,150300.0,117231.0,125031.0,161769.0,174344.0,108595.0,107649.0,166100.0,193956.0,137531.0,117052.0,149522.0,179360.0,127482.0,93992.0,201645.0,248124.0,236180.0,242654.0,330467.0,416878.0,437595.0,360074.0,515754.0,501978.0,323104.0,281197.0,405628.0,502205.0,380311.0,327834.0,439052.0,460100.0,357230.0,311073.0,423335.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-104917.0,-152761.0,-165765.0,-191739.0,-106041.0,-82907.0,-102607.0,-151039.0,-107369.0,-112326.0,-142870.0,-167382.0,-101662.0,-101849.0,-140221.0,-149208.0,-110435.0,-89200.0,-109016.0,-129620.0,-97886.0,-73524.0,-144691.0,-192625.0,-185107.0,-198522.0,-239625.0,-271436.0,-267844.0,-239419.0,-330920.0,-315035.0,-220701.0,-199116.0,-292745.0,-350724.0,-258002.0,-230874.0,-307958.0,-329258.0,-272102.0,-238690.0,-317915.0
3.03,Resultado Bruto,2992.0,18759.0,37000.0,32046.0,9752.0,5386.0,18305.0,-739.0,9862.0,12705.0,18899.0,6962.0,6933.0,5800.0,25879.0,44748.0,27096.0,27852.0,40506.0,49740.0,29596.0,20468.0,56954.0,55499.0,51073.0,44132.0,90842.0,145442.0,169751.0,120655.0,184834.0,186943.0,102403.0,82081.0,112883.0,151481.0,122309.0,96960.0,131094.0,130842.0,85128.0,72383.0,105420.0
3.04,Despesas/Receitas Operacionais,-19430.0,-20925.0,-20222.0,-26514.0,-21154.0,-18609.0,-16960.0,-24622.0,-18947.0,-20386.0,-26151.0,-22348.0,-16771.0,-17612.0,-19465.0,-8517.0,-18588.0,-25347.0,-22462.0,-26370.0,-19382.0,-4203.0,-26517.0,-31990.0,-25077.0,-29745.0,-38072.0,-33722.0,-30239.0,-33799.0,-36512.0,-43485.0,-32705.0,-37064.0,-33649.0,-43653.0,-41743.0,-43588.0,-48000.0,-58690.0,-41857.0,-43639.0,-41109.0
3.04.02,Despesas Gerais e Administrativas,-11470.0,-14256.0,-13622.0,-14204.0,-11868.0,-12039.0,-10516.0,-15215.0,-11111.0,-10906.0,-11581.0,-8449.0,-9864.0,-11735.0,-11079.0,-11835.0,-11044.0,-12055.0,-12697.0,-12172.0,-10826.0,-11705.0,-10863.0,-14860.0,-12687.0,-13773.0,-14210.0,-16622.0,-16204.0,-16277.0,-17775.0,-21150.0,-18357.0,-22835.0,-23125.0,-27119.0,-24982.0,-24868.0,-24269.0,-26688.0,-23355.0,-24116.0,-23643.0
3.04.05,Outras Despesas Operacionais,-1135.0,-2012.0,-3525.0,-8506.0,-3079.0,-3294.0,-2251.0,-5279.0,-2400.0,-2970.0,-11787.0,-8826.0,-1343.0,-3957.0,-2900.0,-8239.0,-5340.0,-6094.0,-5927.0,-8408.0,-2268.0,-9674.0,-6633.0,-11569.0,-3174.0,-4802.0,-10137.0,-16643.0,-43664.0,-26553.0,-13298.0,-30928.0,-6465.0,-14380.0,-12433.0,-11044.0,-9385.0,-8102.0,-14564.0,-13046.0,-8001.0,-7654.0,-11314.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,-16438.0,-2166.0,16778.0,5532.0,-11402.0,-13223.0,1345.0,-25361.0,-9085.0,-7681.0,-7252.0,-15386.0,-9838.0,-11812.0,6414.0,36231.0,8508.0,2505.0,18044.0,23370.0,10214.0,16265.0,30437.0,23509.0,25996.0,14387.0,52770.0,111720.0,139512.0,86856.0,148322.0,143458.0,69698.0,45017.0,79234.0,107828.0,80566.0,53372.0,83094.0,72152.0,43271.0,28744.0,64311.0
3.06,Resultado Financeiro,-3797.0,461.0,-6312.0,471.0,2599.0,2984.0,1809.0,2618.0,1947.0,-269.0,1806.0,-1280.0,2.0,-1906.0,-1612.0,-2214.0,-1224.0,-482.0,-1796.0,-1399.0,2757.0,6501.0,-561.0,41.0,-218.0,-519.0,4119.0,-1294.0,-5329.0,138.0,5037.0,1738.0,2079.0,-383.0,2977.0,-734.0,-544.0,1258.0,-233.0,-1889.0,-1762.0,-5545.0,2348.0
