Dividendos_Pagos,1998T2,2001T2,2001T4,2002T2,2002T4,2003T1,2003T4,2004T2,2004T4,2005T2,2012T4,2013T2,2013T4,2014T2,2014T4,2015T2,2016T2,2019T2,2019T4,2020T2,2020T4,2021T1,2021T2,2021T4,2022T1,2022T3,2022T4,2023T1,2023T3,2023T4,2024T2,2024T3,2024T4,2025T1,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,1.0493,0.0053,0.058,0.0329,0.0404,0.0087,0.0303,0.0115,0.0479,0.0263,0.21,0.3002,0.4086,0.4957,0.4827,1.3616,0.1022,0.0984,0.152,0.2428,0.304,0.9654,0.708,9.1811,2.5271,0.3696,0.7836,0.8697,0.3112,0.1131,0.5933,0.0877,0.163,0.404,0.1442,0.2885
