Preço_Fechamento,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,2.28,2.31,1.8,1.39,1.28,1.66,1.74,1.55,2.07,2.04,1.96,1.69,1.05,0.87,0.78,1.29,1.49,1.68,1.87,2.57,2.12,3.31,3.53,3.38,3.94,5.16,4.16,4.48,6.52,5.27,7.85,7.65,7.09,7.56,9.52,9.08,8.78,8.28,8.83,8.38,6.91,7.74,7.1,10.09
