cd_conta,conta,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,14925450.0,14383483.0,14764712.0,16014008.0,17701368.0,17625782.0,19463408.0,20548981.0,23178238.0,24750.777,25041.861,26994482.0,27333641.0,28656693.0,29292312.0
1.01,Caixa e Equivalentes de Caixa,120930.0,163356.0,62200.0,105740.0,91350.0,451014.0,129903.0,205863.0,295093.0,1126.868,1010.354,2327961.0,336536.0,869197.0,239188.0
1.02,Ativos Financeiros,12848411.0,12237899.0,12729621.0,13863272.0,15590828.0,15104676.0,17110401.0,18481653.0,20962633.0,21516.229,21949.594,22310000.0,22073131.0,23361347.0,24887688.0
1.02.01,Depósito Compulsório Banco Central,1863276.0,1409273.0,1643016.0,1489075.0,1754041.0,1828794.0,3028982.0,6237273.0,6537134.0,5258.489,5582.003,6324833.0,0.0,0.0,0.0
1.02.02,Ativos Financeiros ao Valor Justo através do Resultado,957097.0,1082752.0,689584.0,1002856.0,1625391.0,1564280.0,1763016.0,990283.0,1683858.0,1971.446,2408.474,2307772.0,6025674.0,7086522.0,7030166.0
1.02.03,Ativos Financeiros ao Valor Justo através de ORA,10028038.0,9745874.0,10397021.0,11371341.0,12211396.0,11711602.0,12318403.0,11254097.0,12741641.0,14286.294,13959.117,13677395.0,1945926.0,1975556.0,2257480.0
1.02.04,Ativos Financeiros ao Custo Amortizado,,,,,,,,,,,,,14101531.0,14299269.0,15600042.0
1.02.04.04,Operações de Crédito,,,,,,,,,,,,,8941835.0,9962697.0,11111952.0
1.02.04.07,Provisão para Perdas Esperadas,,,,,,,,,,,,,-447423.0,-535961.0,-657442.0
1.03,Tributos,768896.0,760542.0,774504.0,772728.0,740807.0,740179.0,742733.0,584514.0,559581.0,547.19,522.304,675382.0,646659.0,623234.0,575337.0
1.04,Outros Ativos,1164544.0,1199113.0,1176831.0,1247879.0,1254026.0,1305975.0,1457099.0,1196285.0,1274814.0,1466.533,1428.462,1530079.0,4121092.0,3648442.0,3446373.0
1.05,Investimentos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21749.0,28607.0,36.272,41.7,44518.0,47721.0,51153.0,46000.0
1.06,Imobilizado,20733.0,20852.0,20051.0,23098.0,23281.0,23077.0,22626.0,40712.0,39151.0,37.633,68.696,82598.0,81052.0,78175.0,75108.0
1.07,Intangível,1936.0,1721.0,1505.0,1291.0,1076.0,861.0,646.0,18205.0,18359.0,20.052,20.751,23944.0,27450.0,25145.0,22618.0
