Dividendos_Pagos,2007T3,2008T1,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2016T1,2016T2,2023T1,2023T3,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.3606,0.5511,0.5499,0.2914,0.4683,0.591,0.4782,0.36,0.36,0.36,0.48,0.48,0.4766,0.357,0.476,0.357,0.952,0.3035,0.5064,0.6094,0.5574,0.556,0.5482,0.5508,0.5508,0.6684,0.2849,0.24,0.291,0.3282,0.3617,0.7229,0.1201,0.1231,0.2013,0.4162,0.1601,0.1629,0.472,0.1887,0.1647,0.2198,0.7121
