Dividendos_Pagos,1996T2,1997T2,1998T2,1999T2,2000T2,2000T4,2001T2,2001T4,2002T2,2002T4,2003T2,2004T2,2005T2,2006T2,2007T2,2009T2,2010T2,2011T2
Dividendos + JCP Pagos no Trimestre,19.2844,21.9134,9.0,7.1854,7.2882,5.56,2.9818,7.96,3.5774,13.74,4.3942,17.4464,18.326,11.0642,5.177,0.074,0.0172,0.0118
