cd_conta,conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3
2,Passivo Total,3315018.0,3309299.0,3433785.0,3328993.0,3335547.0,3236009.0,3256536.0,3338866.0,3231381.0,3280352.0,3273134.0,3539483.0,3560459.0,3667424.0,3814631.0,4258319.0,4374784.0,4414232.0,4345160.0,4309706.0,4246961.0,4231757.0,4222809.0,4260948.0,4365348.0,4197571.0,4355941.0,4228889.0,3971750.0,4023777.0,3762513.0,3560161.0,3298833.0,2939411.0,2906593.0,2727228.0,3073245.0,3006125.0,3067355.0
2.01,Passivo Circulante,1002061.0,1115026.0,1228140.0,1109745.0,1030976.0,1126037.0,1157659.0,1120881.0,1052845.0,1048793.0,1055814.0,1097003.0,1048668.0,1181951.0,1190149.0,1498251.0,1149103.0,1258109.0,1341505.0,1348534.0,1276388.0,1368654.0,1395141.0,1511169.0,1625826.0,1605410.0,1583502.0,1977043.0,1386562.0,1775170.0,1392669.0,1690910.0,1980451.0,1670330.0,1745654.0,2266496.0,2347213.0,2428138.0,2074210.0
2.01.01,Obrigações Sociais e Trabalhistas,63475.0,67893.0,82952.0,63854.0,62222.0,68776.0,78868.0,63896.0,67482.0,78620.0,87207.0,71770.0,74612.0,85132.0,94749.0,75536.0,73558.0,81044.0,90474.0,81727.0,86719.0,112311.0,120668.0,109395.0,95917.0,108502.0,126859.0,103507.0,98060.0,127078.0,137096.0,132946.0,141841.0,95339.0,115094.0,138751.0,189750.0,227186.0,239950.0
2.01.02,Fornecedores,203916.0,222108.0,246697.0,163232.0,160359.0,174636.0,167533.0,154583.0,131370.0,162464.0,137484.0,182994.0,188317.0,176819.0,218290.0,130244.0,125370.0,170844.0,183067.0,197968.0,181618.0,188920.0,215016.0,249354.0,318303.0,318823.0,337794.0,316702.0,322492.0,305947.0,297712.0,316477.0,298720.0,313226.0,321806.0,344869.0,374083.0,405011.0,441404.0
2.01.03,Obrigações Fiscais,8088.0,10601.0,19606.0,26956.0,25308.0,16960.0,25116.0,17035.0,17404.0,14599.0,15880.0,16250.0,11681.0,12363.0,21497.0,40607.0,37219.0,16451.0,19496.0,20949.0,23315.0,36874.0,32007.0,40446.0,22144.0,23168.0,30589.0,29869.0,25529.0,21836.0,26228.0,30518.0,53642.0,55516.0,33744.0,31219.0,45410.0,46550.0,52060.0
2.01.04,Empréstimos e Financiamentos,635814.0,736642.0,793955.0,764366.0,692227.0,783469.0,790620.0,761079.0,735012.0,709641.0,717632.0,718550.0,683544.0,793289.0,751643.0,912076.0,787489.0,855549.0,936980.0,912169.0,855898.0,894946.0,866561.0,958028.0,987475.0,957907.0,880983.0,1280009.0,680789.0,1041930.0,634620.0,906688.0,1131028.0,722470.0,808212.0,1271467.0,1258460.0,1225555.0,839290.0
2.01.05,Outras Obrigações,90768.0,77782.0,84930.0,91337.0,90860.0,82196.0,95522.0,124288.0,101577.0,83469.0,97611.0,107439.0,90514.0,114348.0,103970.0,339788.0,125467.0,134221.0,111488.0,135721.0,128838.0,135603.0,160889.0,153946.0,201987.0,197010.0,207277.0,246956.0,259692.0,278379.0,297013.0,304281.0,355220.0,440850.0,444659.0,480190.0,479510.0,523836.0,501506.0
2.01.06,Provisões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42929.0,22139.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,716169.0,621281.0,627772.0,719596.0,871766.0,725716.0,736828.0,904359.0,889806.0,935663.0,914844.0,960484.0,1038102.0,996704.0,1111734.0,958889.0,1283242.0,1263555.0,1164655.0,1171892.0,1338991.0,1313743.0,1319556.0,1259140.0,1257709.0,1166791.0,1331566.0,870881.0,1311373.0,1131567.0,1444865.0,1144842.0,863367.0,1325481.0,1425481.0,1004042.0,1191203.0,1240351.0,1690377.0
