Preço_Fechamento,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2026T1
Preço de Fechamento Ajustado,4.0,3.4,3.95,3.48,2.7,2.7,3.28,3.32,5.7,4.79,5.7,6.0,9.5,7.99,6.4,8.08,11.45,9.5,11.0,11.21,7.01,10.83,10.84,12.0,11.8,12.45,9.95,9.39,8.01,8.1,6.7,4.71,3.85,10.04,9.35,7.9,8.3,8.67,7.13,0.86
