Ticker,Preço_Fechamento,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
BMGB4,Preço de Fechamento Ajustado,,,,,,,,5.31,1.96,2.93,2.53,3.48,2.8,2.7,2.08,1.92,1.83,1.51,1.53,1.56,1.46,2.03,1.73,2.6,2.74,2.8,3.16,3.27,3.33,3.32,3.74,4.89
