Dividendos_Pagos,2019T4,2020T4,2021T4,2022T4,2023T2,2023T4,2024T2,2024T3,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.25,0.1786,0.3155,0.3653,0.02,0.3556,0.084,0.084,0.32,0.2,0.2,0.694
