cd_conta,conta,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,2694052.0,5033259.0,4925211.0,4876674.0,5978751.0,6087942.0,10896094.0,12453686.0,12798020.0,13248765.0,13152761.0,13519719.0,13794698.0,17305814.0,17404288.0,21034389.0,72662411.0,71950629.0,71127962.0,73213730.0,72049186.0,73352965.0,72893490.0,73186145.0,72779647.0,74195685.0,73866599.0,73499646.0,74221458.0,74351385.0,74469343.0
1.01,Ativo Circulante,1493477.0,1412876.0,1385731.0,1275954.0,1227313.0,1926258.0,1934209.0,2161302.0,2754239.0,3280376.0,3432498.0,3502091.0,3689238.0,3749082.0,3710513.0,3318191.0,7795070.0,7167574.0,6945760.0,7931902.0,7297171.0,8383822.0,7845590.0,9181580.0,9130384.0,10099278.0,9666304.0,11069835.0,12129459.0,12259864.0,12323388.0
1.01.01,Caixa e Equivalentes de Caixa,347750.0,113049.0,89154.0,185484.0,143035.0,142951.0,169620.0,224229.0,497971.0,206931.0,172187.0,143212.0,175819.0,226616.0,506142.0,347256.0,1016801.0,593358.0,568707.0,1267915.0,364243.0,547962.0,639663.0,1430144.0,826582.0,419682.0,488839.0,596753.0,495034.0,610206.0,670748.0
1.01.02,Aplicações Financeiras,572823.0,671930.0,619961.0,702363.0,639817.0,1093973.0,1151589.0,1180418.0,1390964.0,2157611.0,2396176.0,2334120.0,2362159.0,2270857.0,2028356.0,1720024.0,3336818.0,3528039.0,3269011.0,3331741.0,4049488.0,5187753.0,4780442.0,5573479.0,6116774.0,7371940.0,6915309.0,8177622.0,8983118.0,8931580.0,8841428.0
1.01.03,Contas a Receber,363758.0,407408.0,443134.0,152747.0,167571.0,173709.0,146129.0,296987.0,358753.0,327340.0,314772.0,433426.0,487727.0,496602.0,424157.0,474304.0,1269537.0,1311429.0,1307971.0,1480801.0,1523685.0,1083486.0,896762.0,629426.0,658561.0,652397.0,690017.0,561941.0,524685.0,552840.0,563344.0
1.01.04,Estoques,12553.0,14906.0,12407.0,19187.0,17749.0,20271.0,21051.0,72704.0,85958.0,127940.0,108650.0,101677.0,135570.0,143987.0,141278.0,156933.0,300315.0,328683.0,286133.0,280759.0,264151.0,285369.0,286016.0,318605.0,332316.0,403939.0,389518.0,366428.0,385343.0,418259.0,357056.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,21589.0,23336.0,35935.0,65287.0,68602.0,83122.0,82582.0,160483.0,167659.0,176103.0,183211.0,184105.0,194150.0,208121.0,201988.0,237873.0,483287.0,552417.0,653327.0,708114.0,737709.0,768742.0,856932.0,835057.0,830913.0,814025.0,839253.0,1002411.0,1227572.0,1185022.0,1256927.0
1.01.07,Despesas Antecipadas,0.0,0.0,0.0,103766.0,121949.0,104832.0,107428.0,145169.0,0.0,0.0,0.0,164929.0,172817.0,208214.0,228723.0,221496.0,489620.0,508210.0,518623.0,471940.0,0.0,0.0,16015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.08,Outros Ativos Circulantes,175004.0,182247.0,185140.0,47120.0,68590.0,307400.0,255810.0,81312.0,252934.0,284451.0,257502.0,140622.0,160996.0,194685.0,179869.0,160305.0,898692.0,345438.0,341988.0,390632.0,357895.0,510510.0,369760.0,394869.0,365238.0,437295.0,343368.0,364680.0,513707.0,561957.0,633885.0
1.02,Ativo Não Circulante,1200575.0,3620383.0,3539480.0,3600720.0,4751438.0,4161684.0,8961885.0,10292384.0,10043781.0,9968389.0,9720263.0,10017628.0,10105460.0,13556732.0,13693775.0,17716198.0,64867341.0,64783055.0,64182202.0,65281828.0,64752015.0,64969143.0,65047900.0,64004565.0,63649263.0,64096407.0,64200295.0,62429811.0,62091999.0,62091521.0,62145955.0
1.02.01,Ativo Realizável a Longo Prazo,820726.0,3173542.0,3048263.0,3071098.0,3353656.0,2682149.0,7401285.0,2886209.0,2646502.0,2637267.0,2528563.0,2253792.0,2398343.0,3814256.0,3675316.0,7148754.0,5696583.0,5729545.0,5476365.0,6219980.0,6302993.0,7297553.0,7513581.0,6831162.0,7070524.0,7403560.0,7843762.0,5556480.0,5688887.0,5953077.0,6151423.0
1.02.02,Investimentos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7452.0,8054.0,6786.0,6367.0,6368.0,6414.0,6436.0,5518.0,7735.0,4728.0,4941.0,5796.0,5952.0,5952.0,5953.0
1.02.03,Imobilizado,331186.0,361595.0,395668.0,414528.0,1256855.0,1344303.0,1382034.0,2100319.0,2107161.0,2146517.0,2195084.0,2241533.0,2280511.0,2449729.0,2603532.0,3010935.0,6699366.0,6771510.0,6789181.0,7304735.0,7339456.0,6792477.0,7028801.0,6882558.0,6501078.0,6756877.0,6605845.0,7388792.0,7085222.0,7019788.0,7132393.0
