Dividendos_Pagos,2018T4,2019T2,2019T3,2020T1,2020T2,2020T3,2021T1,2021T2,2021T3,2021T4
Dividendos + JCP Pagos no Trimestre,0.1843,0.1217,0.1554,0.1597,0.0165,0.1491,0.0251,0.0025,0.0294,0.0054
