Preço_Fechamento,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,87.54,70.29,91.95,90.66,116.7,160.05,189.92,126.31,185.26,185.6,227.89,222.6,230.57,203.75,155.7,177.6,82.05,113.55,76.2,39.3,65.7,70.5,66.75,55.5,57.45,60.0,33.45,33.15,36.85,35.85,15.25
