Ticker,Preço_Fechamento,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2026T1
ABCB4,Preço de Fechamento Ajustado,3.32,3.35,2.74,3.67,3.91,2.81,3.71,4.33,5.16,4.26,4.12,3.89,4.04,4.21,4.43,4.42,3.86,3.93,3.24,3.04,5.63,5.98,6.53,6.73,9.52,8.53,9.34,9.09,10.01,8.31,7.99,9.66,11.34,11.45,10.98,12.38,8.32,8.85,7.48,9.98,9.49,10.55,10.03,10.86,11.98,10.99,15.14,14.48,12.65,14.33,15.83,19.91,23.96
