Dividendos_Pagos,2007T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T3,2013T1,2013T2,2013T4,2014T2,2014T4,2015T2,2015T4,2016T2,2016T4,2017T2,2017T4,2018T2,2018T4,2019T3,2019T4,2020T3,2021T1,2021T2,2021T4,2022T1,2022T2,2022T3,2022T4,2023T2,2023T4,2024T2,2024T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.64,0.24,0.24,0.26,0.26,0.26,0.26,0.24,0.26,0.26,0.26,0.28,0.28,0.28,0.3,0.3,0.32,0.66,0.616,0.5933,0.606,0.652,0.666,0.402,0.463,0.548,0.539,0.554,0.532,0.54,0.539,0.559,0.491,0.1587,0.5512,0.219,0.484,0.313,0.352,0.362,0.37,0.836,0.741,0.785,0.86,1.086,1.532
