Dividendos_Pagos,2014T2,2014T3,2014T4,2015T2,2015T3,2016T1,2017T1,2018T2,2018T3,2019T2,2019T3,2020T2,2020T4,2021T1,2021T2,2021T4,2025T2
Dividendos + JCP Pagos no Trimestre,0.0324,0.145,0.1153,0.0154,0.0317,0.1852,0.2742,0.2734,0.1513,2.2271,0.2548,0.0471,0.1583,0.1201,0.087,0.1235,0.1541
