Dividendos_Pagos,2005T1,2005T2,2005T3,2005T4,2006T1,2006T3,2007T1,2007T3,2008T1,2008T3,2009T1,2009T3,2010T1,2010T3,2011T1,2011T3,2012T1,2012T3,2013T1,2013T3,2014T1,2014T3,2015T1,2015T3,2016T1,2016T4,2017T1,2017T4,2018T1,2019T1,2019T4,2021T2
Dividendos + JCP Pagos no Trimestre,1.5283,0.1578,1.1876,0.1234,2.2916,0.3418,0.5,0.4137,0.5545,0.4391,0.7264,0.5585,0.831,0.6721,0.9981,0.7718,1.1463,0.8474,1.1445,0.848,1.1567,0.6052,1.0441,0.5492,0.2862,0.1436,0.1322,0.1819,0.3149,0.3903,0.1278,1.0238
