cd_conta,conta,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2
1,Ativo Total,1.104,21184512.0,56058741.0,61092922.0,64320627.0,60917597.0,61818156.0,58602504.0,58635276.0,60448490.0,52223939.0,54330870.0,54500819.0,54685390.0,53192432.0,50593543.0,50570786.0,42747015.0,41646394.0,40759305.0,32355596.628,37133423.0,35159234.0,34864573.0
1.01,Ativo Circulante,1.104,9430057.0,13860739.0,17064524.0,19099330.0,18734820.0,17739096.0,19347509.0,17080431.0,17449877.0,14749007.0,15089213.0,15685267.0,16121527.0,16367913.0,16271675.0,17463105.0,15987222.0,15182557.0,13934276.0,12185339.628,15139547.0,14340027.0,18871950.0
1.01.01,Caixa e Equivalentes de Caixa,1.104,4513582.0,3111496.0,4820116.0,5059868.0,5821672.0,4326359.0,4504792.0,3054398.0,4007257.0,3038524.0,3043826.0,3252289.0,4195713.0,2224503.0,2275058.0,3292480.0,3750944.0,4190644.0,1596338.0,1218009.0,2641683.0,2145715.0,1335137.0
1.01.02,Aplicações Financeiras,0.0,1025845.0,1454807.0,2570204.0,2890975.0,2520648.0,2249701.0,3484639.0,2304549.0,1978740.0,1498190.0,1231814.0,1377224.0,1800439.0,1587477.0,1180429.0,3480871.0,4024056.0,1665371.0,1918401.0,2081479.0,1816443.0,1540363.0,1007323.0
1.01.03,Contas a Receber,0.0,1685764.0,2774632.0,2644601.0,3617397.0,3597535.0,3370107.0,3106945.0,3246542.0,3476359.0,2893467.0,3251659.0,3368184.0,3502399.0,3327931.0,3452644.0,3406585.0,3547310.0,3698858.0,4524867.0,4227038.0,5280765.0,4695634.0,4527103.0
1.01.04,Estoques,0.0,1430550.0,4040679.0,4481347.0,5135768.0,4544270.0,5342723.0,5243323.0,5947953.0,5403526.0,5117797.0,5367406.0,5410536.0,4516874.0,4382364.0,4207367.0,4362898.0,3087395.0,3709506.0,3982483.0,3257809.0,3378152.0,3762313.0,3021479.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,0.0,509118.0,1280707.0,1374175.0,1314446.0,1313440.0,1376746.0,2049649.0,1538278.0,1537755.0,1266074.0,1211940.0,1202651.0,1107553.0,1372660.0,1470011.0,1402877.0,784093.0,952288.0,921058.0,831595.628,1034919.0,1225878.0,1140662.0
1.01.07,Despesas Antecipadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.08,Outros Ativos Circulantes,0.0,265198.0,1198418.0,1174081.0,1080876.0,937255.0,1073460.0,958161.0,988711.0,1046240.0,934955.0,982568.0,1074383.0,998549.0,3472978.0,3686166.0,1517394.0,793424.0,965890.0,991129.0,569409.0,987585.0,970124.0,7840246.0
1.02,Ativo Não Circulante,0.0,11754455.0,42198002.0,44028398.0,45221297.0,42182777.0,44079060.0,39254995.0,41554845.0,42998613.0,37474932.0,39241657.0,38815552.0,38563863.0,36824519.0,34321868.0,33107681.0,26759793.0,26463837.0,26825029.0,20170257.0,21993876.0,20819207.0,15992623.0
1.02.01,Ativo Realizável a Longo Prazo,0.0,2284204.0,6057695.0,6436411.0,6597317.0,6628545.0,7005000.0,5725758.0,6585751.0,7667653.0,6592001.0,7009550.0,7414631.0,7394856.0,7149814.0,5858262.0,4977937.0,5681544.0,5311829.0,4623170.0,7461914.0,4977957.0,4500871.0,3478024.0
1.02.02,Investimentos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02.03,Imobilizado,0.0,4393750.0,8982778.0,9160738.0,9243946.0,8637104.0,8768036.0,8017141.0,8191842.0,8473377.0,7594077.0,8052829.0,7891104.0,7908037.0,6632193.0,6106161.0,5832598.0,4508383.0,4421431.0,4629020.0,3215397.0,4536915.0,4245058.0,3150420.0
1.02.04,Intangível,0.0,5076501.0,27157529.0,28431249.0,29380034.0,26917128.0,28306024.0,25512096.0,26777252.0,26857583.0,23288854.0,24179278.0,23509817.0,23260970.0,23042512.0,22357445.0,22297146.0,16569866.0,16730577.0,17572839.0,9492946.0,12479004.0,12073278.0,9364179.0
