cd_conta,conta,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2,Passivo Total,1844580.0,1872144.0,1934175.0,2166312.0,2218670.0,2270885.0,2308239.0,2284985.0,2274483.0,2263315.0,2258249.0,2209426.0,2429751.0,2415464.0,2469869.0,2401121.0,2624782.0,2618906.0,2553054.0,2540602.0,2569669.0,2632144.0,2604542.0,2542229.0,2537389.0,2573833.0,2631221.0,2615454.0,2571685.0,2520962.0,2748190.0,2669811.0,2573677.0,2692409.0,2636346.0,2889222.0,2859006.0,2878610.0,3027413.0
2.01,Passivo Circulante,298689.0,316445.0,396802.0,404579.0,429271.0,471114.0,512653.0,362053.0,375351.0,404495.0,403013.0,384735.0,407320.0,427536.0,436899.0,406231.0,634014.0,733271.0,615847.0,476481.0,522499.0,485793.0,611599.0,589530.0,535518.0,550780.0,590826.0,678389.0,683156.0,708583.0,844100.0,734820.0,672882.0,719234.0,625425.0,666400.0,746983.0,713915.0,806675.0
2.01.01,Obrigações Sociais e Trabalhistas,37159.0,42858.0,50017.0,41227.0,42940.0,44836.0,49926.0,52652.0,44749.0,53210.0,52292.0,43471.0,44685.0,46889.0,49733.0,36860.0,39280.0,45721.0,54092.0,39034.0,45875.0,55479.0,59850.0,41002.0,47916.0,47588.0,65772.0,67371.0,69389.0,75491.0,75944.0,79556.0,94068.0,109192.0,97019.0,100115.0,119356.0,110168.0,146693.0
2.01.02,Fornecedores,65691.0,64217.0,62745.0,69737.0,56803.0,66345.0,72763.0,73410.0,68280.0,70599.0,60389.0,60803.0,53155.0,57501.0,55350.0,52388.0,54767.0,46997.0,72892.0,80425.0,75151.0,75843.0,80601.0,75398.0,92763.0,84835.0,105407.0,94175.0,98122.0,118359.0,117759.0,128857.0,135789.0,140161.0,96183.0,78316.0,129216.0,131628.0,149695.0
2.01.03,Obrigações Fiscais,24360.0,29239.0,33363.0,35813.0,44106.0,53246.0,52389.0,23524.0,33492.0,37257.0,35511.0,21012.0,20096.0,23116.0,23471.0,16604.0,15496.0,16560.0,22239.0,25988.0,29703.0,31682.0,31310.0,27729.0,27315.0,26676.0,32864.0,34224.0,45444.0,38632.0,54575.0,71702.0,96968.0,116897.0,137715.0,144377.0,160796.0,175821.0,195849.0
2.01.04,Empréstimos e Financiamentos,149666.0,155558.0,190557.0,202830.0,208758.0,230071.0,267888.0,167044.0,201430.0,206496.0,223486.0,232561.0,238734.0,257873.0,267260.0,249778.0,458081.0,547698.0,390217.0,262982.0,276504.0,237114.0,355111.0,366556.0,284613.0,307013.0,314718.0,424490.0,405227.0,407435.0,516886.0,375976.0,255889.0,273787.0,240384.0,293991.0,287602.0,206466.0,236911.0
2.01.05,Outras Obrigações,21813.0,24573.0,60120.0,54972.0,76664.0,76616.0,69687.0,45423.0,27400.0,36933.0,31335.0,26888.0,50650.0,42157.0,41085.0,50601.0,66390.0,76295.0,76407.0,68052.0,95266.0,85675.0,84727.0,78845.0,82911.0,84668.0,72065.0,58129.0,64974.0,68666.0,78936.0,78729.0,90168.0,79197.0,54124.0,49601.0,50013.0,89832.0,77527.0
2.01.06,Provisões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,624450.0,642903.0,616799.0,549798.0,564989.0,539440.0,520857.0,652676.0,631247.0,582234.0,564792.0,524979.0,718936.0,680419.0,708214.0,674888.0,693502.0,674146.0,728110.0,840437.0,810803.0,902961.0,752883.0,743265.0,807928.0,848606.0,936961.0,955148.0,948781.0,917442.0,858774.0,990999.0,903395.0,853520.0,826029.0,1086005.0,997108.0,1072993.0,1121447.0
