Preço_Fechamento,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,,14.45,15.41,17.3,16.8,14.6,15.88,12.9,11.52,13.13,14.32,14.3,19.09,18.01,8.93,10.29,10.15,11.1,9.0,11.76,11.55,14.97,17.95,19.51,20.98,21.6,22.53,23.8,9.77,10.4,9.17,10.39,15.4,8.55,7.76,4.97,6.54,4.46
