cd_conta,conta,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,1844580.0,1872144.0,1934175.0,2166312.0,2218670.0,2270885.0,2308239.0,2284985.0,2274483.0,2263315.0,2258249.0,2209426.0,2429751.0,2415464.0,2469869.0,2401121.0,2624782.0,2618906.0,2553054.0,2540602.0,2569669.0,2632144.0,2604542.0,2542229.0,2537389.0,2573833.0,2631221.0,2615454.0,2571685.0,2520962.0,2748190.0,2669811.0,2573677.0,2692409.0,2636346.0,2889222.0,2859006.0,2878610.0,3027413.0
1.01,Ativo Circulante,280523.0,292211.0,347318.0,494429.0,384153.0,409799.0,430387.0,401554.0,399985.0,409183.0,423905.0,399736.0,401603.0,402473.0,465364.0,417043.0,619861.0,635558.0,583844.0,568932.0,580437.0,585294.0,566594.0,489288.0,456178.0,457827.0,508798.0,484284.0,433144.0,386719.0,620452.0,524747.0,441301.0,563769.0,480300.0,694432.0,734367.0,742340.0,811048.0
1.01.01,Caixa e Equivalentes de Caixa,25183.0,23851.0,44720.0,159333.0,53505.0,51155.0,50806.0,91597.0,68523.0,63455.0,46970.0,73165.0,64266.0,61185.0,97428.0,88301.0,256040.0,325320.0,212848.0,229087.0,228654.0,217478.0,152402.0,127310.0,81625.0,240190.0,247829.0,218744.0,154614.0,95520.0,294614.0,218595.0,97788.0,254478.0,167701.0,114972.0,122270.0,116421.0,123751.0
1.01.02,Aplicações Financeiras,12637.0,13593.0,1856.0,37811.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.03,Contas a Receber,199127.0,208658.0,233011.0,233260.0,249166.0,263584.0,282444.0,219178.0,235863.0,243297.0,264753.0,228961.0,239566.0,239313.0,247053.0,229645.0,213340.0,159463.0,231152.0,242575.0,251004.0,267706.0,301642.0,254276.0,275669.0,133735.0,171106.0,186219.0,189298.0,206091.0,236254.0,202160.0,234380.0,186158.0,150696.0,447136.0,456427.0,457486.0,498022.0
1.01.04,Estoques,5046.0,4425.0,6423.0,6391.0,6222.0,5768.0,5983.0,4650.0,4343.0,4100.0,4945.0,5435.0,4996.0,6278.0,7684.0,10928.0,10410.0,9203.0,8707.0,10007.0,9867.0,8614.0,10087.0,11631.0,13352.0,13779.0,13874.0,14631.0,13349.0,14616.0,11465.0,12261.0,11700.0,11290.0,11865.0,11618.0,10613.0,10192.0,12555.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,18793.0,20493.0,27068.0,26373.0,35818.0,45282.0,49081.0,41153.0,43618.0,48000.0,52618.0,40770.0,42433.0,44167.0,43744.0,34904.0,43288.0,40518.0,50838.0,46107.0,47599.0,53959.0,57097.0,55873.0,63998.0,49046.0,47967.0,42254.0,53570.0,42968.0,50524.0,57545.0,65453.0,69377.0,75671.0,73471.0,80206.0,87642.0,98670.0
1.01.07,Despesas Antecipadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.08,Outros Ativos Circulantes,19737.0,21191.0,34240.0,31261.0,39442.0,44010.0,42073.0,44966.0,47638.0,50331.0,54619.0,51405.0,50342.0,51530.0,69455.0,53265.0,96783.0,101054.0,80299.0,41156.0,43313.0,37537.0,45366.0,40198.0,21534.0,21077.0,28022.0,22436.0,22313.0,27524.0,27595.0,34186.0,31980.0,42466.0,74367.0,47235.0,64851.0,70599.0,78050.0
