Dividendos_Pagos,2000T1,2000T3,2000T4,2001T2,2001T3,2002T1,2002T3,2003T1,2003T3,2004T1,2004T3,2005T1,2005T3,2006T1,2006T3,2007T1,2008T1,2008T3,2009T1,2009T3,2010T1,2010T3,2011T1,2011T3,2012T1,2012T3,2013T1,2013T3,2014T1,2014T3,2015T1,2015T3,2016T1,2016T3,2017T1,2017T3,2018T1,2018T3,2019T1,2019T3,2020T1,2021T1,2021T3,2022T1,2022T2,2023T1,2023T3,2024T1,2024T3,2025T1,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.5009,0.6341,0.5645,0.6779,7.3209,0.8477,0.7709,1.3215,0.9702,1.145,2.66,1.796,1.4076,2.465,1.7748,1.7793,3.5588,1.78,1.7741,1.78,2.38,2.64,0.94,0.47,0.51,0.51,0.66,0.66,0.71,0.71,0.71,0.8,0.8,0.8,0.87,0.85,0.9,0.56,0.7,0.2,0.24,0.44,0.2,0.1704,0.4125,0.1,0.25,0.4,0.25,0.4502,0.3,1.0
