cd_conta,conta,2015T1,2015T3,2015T4,2016T1,2016T3,2016T4,2017T1,2017T3,2017T4,2018T1,2018T3,2018T4,2019T1,2019T3,2019T4,2020T1,2020T3,2020T4,2021T1,2021T3,2021T4,2022T1,2022T3,2022T4,2023T1,2023T3,2023T4,2024T1,2024T3,2024T4,2025T1,2025T3
6.01,Caixa Líquido das Atividades Operacionais,4650.617,8958.175,10234.744,21813.898,21423.441,10273.34,28452.86,28573.316,24467.066,14054.687,19231.869,8762.281,22533.362,-6103.173,1529.476,-11796.377,26619.893,72462.084,93159.421,43418.189,18562.992,40102.17,39769.281,61309.258,101562.253,27172.79,28445.498,43854.39,4279.088,-203000.9,46615.027,34217.809
6.01.DA,Depreciação e Amortização,,,,,,,,,,,,,,6255.405,12983.413,20664.896,8100.389,16514.143,18285.951,6930.546,14108.225,20872.413,6944.935,14168.749,21703.925,7548.022,15657.602,24022.382,8645.794,18276.573,28056.312,9761.115
6.02,Caixa Líquido Atividades de Investimento,-8147.129,3005.598,-7432.537,-17546.777,-1355.247,-246.161,-8716.662,-2210.556,-4197.045,-14743.591,-5582.286,-16116.157,-37856.878,1479.138,-15393.518,-21188.208,-6409.404,-22732.366,-24398.47,-6394.768,-6890.777,-28552.481,-20085.657,-40278.42,-56504.877,-5634.652,-14750.711,-19156.653,-5018.227,-27010.889,-45920.322,-17240.104
6.03,Caixa Líquido Atividades de Financiamento,20605.239,781.259,-1559.1,-1465.942,-5704.777,-32427.754,-36357.402,-16394.779,-3760.247,12451.473,2729.841,11560.247,24157.219,2800.168,3488.996,63619.159,9340.147,-21597.206,-40345.163,11024.941,-43327.75,-36463.46,33442.537,35745.192,3375.461,37050.502,40399.257,8735.363,139573.573,116301.049,77581.528,85004.743
6.04,Variação Cambial s/ Caixa e Equivalentes,211.753,1828.001,-774.263,-1315.613,3711.728,1222.411,1389.718,90.815,400.881,490.338,1199.835,622.528,165.493,944.285,-3082.484,-12273.843,1076.393,-2721.234,-12336.089,0.0,-4712.859,-16324.103,0.0,140.158,-1088.119,0.0,-2090.408,2311.888,0.0,12509.675,3620.182,0.0
6.05,Aumento (Redução) de Caixa e Equivalentes,17320.48,14573.033,468.844,1485.566,18075.145,-21178.164,-15231.486,10058.796,16910.655,12252.907,17579.259,4828.899,8999.196,-879.582,-13457.53,18360.731,30627.029,25411.278,16079.699,48048.362,-36368.394,-41237.874,53126.161,56916.188,47344.718,58588.64,52003.636,35744.988,138834.434,-101201.065,81896.415,101982.448
