Preço_Fechamento,2015T1,2015T3,2015T4,2016T1,2016T3,2016T4,2017T1,2017T3,2017T4,2018T1,2018T3,2018T4,2019T1,2019T3,2019T4,2020T1,2020T3,2020T4,2021T1,2021T3,2021T4,2022T1,2022T3,2022T4,2023T1,2023T3,2023T4,2024T1,2024T3,2024T4,2025T1,2025T3,2026T1
Preço de Fechamento Ajustado,3.97,4.74,4.84,4.84,5.08,5.19,4.77,6.69,6.79,5.97,5.95,6.09,6.07,7.06,7.12,7.57,4.41,5.15,15.04,21.9,13.6,11.8,9.38,8.44,7.86,11.07,10.35,11.89,9.31,8.25,9.45,7.44,4.63
