Dividendos_Pagos,1996T4,1997T4,1998T4,2000T2,2001T2,2004T4,2005T4,2006T4,2007T4,2008T4,2009T4,2010T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T2,2019T4,2021T4,2022T4,2023T4,2024T4,2025T4
Dividendos + JCP Pagos no Trimestre,0.8889,0.6423,0.7329,8.4143,8.4143,7.4927,0.2831,0.8048,0.796,0.7493,0.8292,1.0254,0.2498,0.2498,0.2498,0.2498,0.2498,0.2997,0.2081,0.1453,0.4053,0.6375,0.4246,0.5415,0.5302
