cd_conta,conta,2015T1,2015T3,2015T4,2016T1,2016T3,2016T4,2017T1,2017T3,2017T4,2018T1,2018T3,2018T4,2019T1,2019T3,2019T4,2020T1,2020T3,2020T4,2021T1,2021T3,2021T4,2022T1,2022T3,2022T4,2023T1,2023T3,2023T4,2024T1,2024T3,2024T4,2025T1,2025T3
2,Passivo Total,419923.908,475202.481,456320.797,451807.735,432557.031,402863.04,420899.747,409395.636,426871.171,445213.587,509921.928,479055.285,524628.837,560832.694,536183.36,693539.139,774148.73,723270.108,776486.763,786267.744,773105.749,736779.235,872869.137,843925.442,858653.193,856553.753,828603.034,846225.568,1033924.921,1094079.584,1063020.213,1109106.805
2.01,Passivo Circulante,146915.607,162584.174,151406.71,158039.436,140659.86,134710.4,153018.817,153807.293,158895.507,164603.593,175368.83,175149.722,220490.75,199828.848,180753.464,280336.023,250085.444,225934.262,243797.428,264752.616,213998.313,215266.877,323400.28,246626.052,265382.494,207855.249,167826.442,173380.834,212899.223,203424.853,232585.805,175258.527
2.01.01,Obrigações Sociais e Trabalhistas,13856.171,18475.029,12813.246,14025.368,17725.32,12654.912,15552.121,19837.746,14021.182,16829.887,21853.314,21206.741,18646.723,23121.795,15868.632,22237.519,24781.475,18867.307,23762.161,29992.307,22657.855,25274.288,35009.359,24685.592,29767.207,23567.923,12278.761,16806.867,23714.087,14694.887,19397.667,24753.262
2.01.02,Fornecedores,49352.885,46663.704,38181.026,48943.126,34277.512,34869.796,46757.427,34236.599,33149.13,48341.142,49937.017,35523.069,59026.907,55564.392,47502.782,74290.924,67323.604,67333.499,93973.748,93936.692,89376.746,96188.547,94934.272,74443.887,102820.852,72476.038,51953.112,74565.011,73819.888,68618.669,96469.035,70095.975
2.01.03,Obrigações Fiscais,4526.631,3004.757,7231.36,2481.647,1903.724,7822.721,4837.566,5221.386,14728.251,3258.471,1609.137,5978.638,3141.821,1582.685,4994.34,1510.349,2331.453,1149.046,3584.767,1941.191,20613.053,4103.505,2255.92,11155.282,5768.366,13522.684,10984.937,4801.215,9649.782,2319.465,5451.28,10442.337
2.01.04,Empréstimos e Financiamentos,58593.086,73800.831,69316.194,63891.873,63469.12,54383.385,53689.269,63516.869,64226.19,55466.55,54510.149,61500.063,72348.981,59504.018,62934.269,113929.659,90526.668,100996.785,100488.154,110299.744,67023.109,76012.762,149486.732,115971.735,114650.814,70699.648,74249.66,59894.216,83056.726,96888.377,92688.62,45134.24
2.01.05,Outras Obrigações,20586.834,20639.853,23864.884,28697.422,23284.184,24979.586,32182.434,30994.693,32770.754,40707.543,47459.213,50941.211,67326.318,60055.958,49453.441,68367.572,65122.244,37587.625,21988.598,28582.682,14327.55,13687.775,41713.997,20369.556,12375.255,27588.956,18359.972,17313.525,22658.74,20903.455,18579.203,24832.713
2.01.06,Provisões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,114145.279,123640.441,117970.214,117510.218,114338.97,87199.064,84579.799,56729.719,61659.816,72815.688,84754.057,68096.478,63873.583,89726.96,89114.982,102286.396,196405.272,167159.447,169150.656,151717.302,143203.639,127732.462,127588.93,168584.833,152198.903,198803.976,210173.787,203951.218,334779.701,343471.709,300690.74,415846.383
2.02.01,Empréstimos e Financiamentos,97908.928,103983.541,100885.255,96930.878,91024.877,71640.072,66554.935,32069.084,45988.209,55192.672,58493.873,52078.724,44992.465,61126.213,68303.848,78057.064,169283.868,144246.581,142670.998,118720.4,123532.036,106060.264,103398.572,155985.518,140635.221,187783.517,200687.149,194580.074,324528.943,329123.728,294071.093,412359.234
2.02.02,Outras Obrigações,523.008,823.768,2183.127,2798.79,1717.939,1191.548,1010.749,1718.173,1533.447,203.844,1462.907,1842.674,1628.303,2521.845,6335.352,7957.758,8415.795,8314.939,8245.362,7523.204,5142.461,4016.892,4.649,1.064,0.05,1854.987,943.757,948.798,346.418,321.663,296.909,1747.399
2.02.03,Tributos Diferidos,14122.013,17185.542,13444.572,16548.157,19833.806,12614.032,15330.426,20911.006,11785.639,14958.255,22348.986,11238.844,14313.233,22882.144,10928.686,12276.006,14439.917,10451.852,13827.547,20612.946,10247.211,13479.222,21545.295,10649.583,10301.425,7446.764,6814.829,6612.935,1147.451,2506.594,4496.492,0.0
2.02.04,Provisões,1591.33,1647.59,1457.26,1232.393,1762.348,1753.412,1683.689,2031.456,2352.521,2460.917,2448.291,2936.236,2939.582,3196.758,3547.096,3995.568,4265.692,4146.075,4406.749,4860.752,4281.931,4176.084,2640.414,1948.668,1262.207,1718.708,1728.052,1809.411,8756.889,11519.724,1826.246,1739.75
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.06,Lucros e Receitas a Apropriar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03,Patrimônio Líquido Consolidado,158863.022,188977.866,186943.873,176258.081,177558.201,180953.576,183301.131,198858.624,206315.848,207794.306,249799.041,235809.085,240264.504,271276.886,266314.914,310916.72,327658.014,330176.399,363538.679,369797.826,415903.797,393779.896,421879.927,428714.557,441071.796,449894.528,450602.805,468893.516,486245.997,547183.022,529743.668,518001.895
2.03.01,Capital Social Realizado,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,60000.0,60000.0,60000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,85000.0,85000.0,85000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2.03.02,Reservas de Capital,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.177,5955.18,5955.18,5955.18,1122.328,0.0,0.0,0.0,0.0,0.0,0.0
2.03.03,Reservas de Reavaliação,4221.445,4190.092,4174.416,4158.74,4125.656,4108.248,4090.84,4056.024,4038.617,4021.209,3985.347,3966.892,3948.437,3911.527,3893.073,3874.634,3837.725,3819.27,3800.815,3763.204,3744.627,3725.317,3688.169,3669.594,3651.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.04,Reservas de Lucros,32736.919,45128.6,43128.422,43128.422,55618.659,48729.62,48729.62,69314.943,59268.579,59268.579,79980.687,69838.49,65187.145,90409.777,82142.815,82142.815,80696.037,110213.689,80696.037,134046.641,126851.495,126851.496,177255.379,158255.379,158255.379,203379.748,188379.748,188379.748,197645.192,197645.192,197645.192,225679.864
2.03.05,Lucros/Prejuízos Acumulados,11141.247,4112.549,4014.994,6725.748,0.0,7494.008,16443.262,5390.263,6742.574,12188.175,0.0,0.0,14762.891,0.0,7870.126,11977.352,12918.101,0.0,41036.76,0.0,44769.268,58702.204,11632.557,24254.287,39226.925,6494.489,14988.087,21491.446,7488.183,24773.001,35535.472,13695.63
2.03.06,Ajustes de Avaliação Patrimonial,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,-902.105,78891.007,71873.398,77800.652,95124.679,124833.887,106642.227,89812.799
2.03.07,Ajustes Acumulados de Conversão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.08,Outros Resultados Abrangentes,37690.907,50485.847,48957.217,41537.778,34549.685,34281.616,31577.513,30726.941,34189.26,34160.019,51066.92,46891.676,47210.465,54145.61,49677.538,83147.861,94999.85,82079.638,97296.494,90276.323,94659.196,66266.9,89584.112,83393.498,78566.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.09,Participação dos Acionistas Não Controladores,18019.432,30007.706,31615.752,25654.321,28211.129,31287.012,27406.824,34317.381,37023.746,33103.252,49713.015,44058.955,38102.494,51756.9,51678.29,58720.986,64153.229,63010.73,69655.501,70658.586,74826.139,67180.907,68666.635,69088.724,71318.594,75006.956,75361.572,81221.67,85987.943,99930.942,89920.777,88813.602
