cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,49665.813,69303.421,61447.786,80649.817,53330.842,78380.975,66970.980,92540.377,61946.703,88656.400,70306.340,97733.173,67190.256,90781.626,80905.693,119517.041,79080.556,114086.859,95840.624,130714.389,79241.351,107381.060,88976.293,112149.845,78932.080,120202.304,89010.057,102295.573,81241.488,121460.825,98555.581,127020.354,89995.544,128996.799,106634.192,137546.414,93387.401,126032.031,113706.372,147344.538,82056.770,104588.830,104688.570,158630.705,80391.170,195378.307,148881.000,189007.523,126166.000,217825.000,142313.000,196047.000,117734.000,207777.000,148732.000,202586.000,128052.000,214049.000,169753.000,216738.000,135397.000,224797.000,164938.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-25549.840,-33622.050,-31009.471,-39022.187,-27516.608,-37298.810,-32236.801,-44108.945,-30754.647,-43949.515,-34524.184,-45166.357,-31703.584,-44776.570,-39895.776,-58887.153,-40643.637,-56504.738,-48173.026,-65244.462,-40175.650,-53008.508,-45445.079,-53385.806,-37853.190,-59421.134,-43394.348,-43430.635,-39434.455,-56394.092,-48254.865,-59663.922,-43987.513,-61233.909,-52854.198,-64761.934,-43624.492,-56514.082,-55408.573,-68434.305,-39590.920,-45755.862,-48181.804,-75317.364,-38623.747,-89705.010,-71232.000,-86265.243,-56278.000,-99854.000,-61881.000,-92522.000,-54865.000,-91750.000,-70761.000,-107893.000,-62171.000,-99977.000,-82480.000,-98998.000,-70334.000,-103566.000,-72907.000
3.03,Resultado Bruto,24115.973,35681.371,30438.315,41627.630,25814.234,41082.165,34734.179,48431.432,31192.056,44706.885,35782.156,52566.816,35486.672,46005.056,41009.917,60629.888,38436.919,57582.121,47667.598,65469.927,39065.701,54372.552,43531.214,58764.039,41078.890,60781.170,45615.709,58864.938,41807.033,65066.733,50300.716,67356.432,46008.031,67762.890,53779.994,72784.480,49762.909,69517.949,58297.799,78910.233,42465.850,58832.968,56506.766,83313.341,41767.423,105673.297,77649.000,102742.280,69888.000,117971.000,80432.000,103525.000,62869.000,116027.000,77971.000,94693.000,65881.000,114072.000,87273.000,117740.000,65063.000,121231.000,92031.000
3.04,Despesas/Receitas Operacionais,-20283.441,-23057.449,-23185.731,-31050.119,-22165.500,-26408.717,-27115.375,-36898.691,-26675.853,-29550.711,-29873.957,-39029.665,-27824.009,-29498.668,-31380.866,-41093.471,-29921.366,-34264.578,-36867.726,-47533.028,-35484.435,-38545.108,-37836.347,-48300.960,-38598.805,-40397.870,-41048.778,-45740.126,-37961.575,-42761.908,-41338.746,-54065.844,-44293.015,-46277.520,-46506.703,-57087.775,-47318.467,-54238.148,-47632.772,-9705.745,-38407.308,-43326.362,-36454.983,-47035.721,-29185.553,-38002.686,-3496.000,-77018.761,-46610.000,-73386.000,-64838.000,-91490.000,-65511.000,-80779.000,-76807.000,-71664.000,-65630.000,-83009.000,-71529.000,-83468.000,-71094.000,-88046.000,-87266.000
3.04.02,Despesas Gerais e Administrativas,-5638.087,-6731.049,-4719.797,-6470.245,-5606.464,-6381.548,-6369.798,-6746.143,-6506.608,-7069.759,-7889.272,-7266.232,-7303.268,-7422.438,-8037.212,-8608.079,-7807.881,-8498.854,-9438.952,-9838.834,-8490.791,-9249.909,-8838.377,-10085.012,-9110.116,-9374.503,-10250.071,-10779.549,-9103.956,-10139.716,-8640.628,-11228.718,-10017.733,-10371.029,-11248.186,-9411.096,-11065.799,-15623.508,-11558.142,-23641.996,-16685.246,-16273.322,-18581.272,-23897.004,-11944.751,-16560.181,-12379.000,-21275.068,-13791.000,-21142.000,-16694.000,-22457.000,-17680.000,-20840.000,-17960.000,-11897.000,-14065.000,-17094.000,-15456.000,-23027.000,-15984.000,-20247.000,-16433.000
3.04.05,Outras Despesas Operacionais,-81.271,-119.332,-152.633,-5884.034,-18.467,-297.759,-277.602,-6033.606,-102.085,-182.421,-53.565,-7206.122,-56.515,36.366,-172.088,-7853.750,-4.843,-140.012,-463.166,-8452.409,-93.450,-129.603,-319.487,-8774.986,-429.034,-470.227,-658.825,-10996.033,-354.362,-321.305,-501.973,-8116.552,-157.590,-327.796,-298.819,-7834.536,-993.537,-255.704,-315.902,-8998.780,-316.840,-1221.275,-518.271,-4829.983,-220.712,-96.739,-4076.000,-431.549,-5286.000,-964.000,-124.000,-677.000,-907.000,-645.000,43.000,-2526.000,-1280.000,-1210.000,-1488.000,-2852.000,-1064.000,-3019.000,-6245.000
3.04.06,Resultado de Equivalência Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6244.306,841.600,-216.524,1552.432,795.432,87.006,697.838,2144.208,318.767,1047.040,-141.279,4078.684,1637.458,2504.538,388.998,8670.440,3380.802,15559.497,13028.359,11779.000,3261.144,22611.000,1767.000,4054.000,-2478.000,10058.000,-2347.000,3518.000,167.000,4948.000,-8093.000,4933.000,-517.000,5633.000,539.000,1313.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,3832.532,12623.922,7252.584,10577.511,3648.734,14673.448,7618.804,11532.741,4516.203,15156.174,5908.199,13537.151,7662.663,16506.388,9629.051,19536.417,8515.553,23317.543,10799.872,17936.899,3581.266,15827.444,5694.867,10463.079,2480.085,20383.300,4566.931,13124.812,3845.458,22304.825,8961.970,13290.588,1715.016,21485.370,7273.291,15696.705,2444.442,15279.801,10665.027,69204.488,4058.542,15506.606,20051.783,36277.620,12581.870,67670.611,74153.000,25723.519,23278.000,44585.000,15594.000,12035.000,-2642.000,35248.000,1164.000,23029.000,251.000,31063.000,15744.000,34272.000,-6031.000,33185.000,4765.000
3.06,Resultado Financeiro,2799.839,2892.952,3644.565,3603.292,3806.081,3774.642,3986.441,1331.897,3704.057,3675.493,3899.170,3598.273,3882.382,4357.868,4743.738,5022.795,5703.693,5375.900,5096.694,5959.441,6097.624,6071.882,7172.336,7917.327,7753.706,8809.431,11257.542,14319.258,8383.224,8335.815,7399.508,8204.703,6458.500,6290.629,7212.134,9957.649,7510.958,6865.168,6801.092,40545.580,4811.788,2290.482,3641.090,2899.792,2716.461,7356.613,20911.000,7724.926,3987.000,14077.000,7303.000,14639.000,15117.000,10142.000,12794.000,13822.000,6880.000,5311.000,10932.000,17148.000,10241.000,9631.000,4846.000
3.06.01,Receitas Financeiras,3608.881,4434.272,4754.368,4800.509,4985.051,5234.428,5353.312,5358.919,5190.876,5457.838,5393.596,7813.581,5268.680,5937.109,6598.386,7360.973,7217.681,7725.217,7982.877,9529.045,7921.433,8172.735,9030.043,10918.621,9162.968,10670.924,13220.569,16473.639,10430.448,10705.117,11182.573,11484.207,9277.768,9034.193,9538.301,12553.604,9587.637,9758.993,9581.839,43668.234,6956.640,4374.959,5828.108,7036.630,4991.232,8912.397,27213.000,13322.371,10940.000,22247.000,15654.000,23096.000,23177.000,21327.000,21622.000,22793.000,18608.000,16242.000,23016.000,27477.000,20197.000,21292.000,18979.000
