Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
CGRA3,Preço de Fechamento Ajustado,3.86,3.99,3.89,4.34,4.03,4.02,3.76,4.15,4.81,4.34,5.85,4.97,5.99,4.6,5.12,5.45,5.59,5.77,5.74,6.13,5.75,5.1,4.18,3.83,4.1,5.2,6.14,6.8,7.68,8.68,10.09,10.86,10.72,9.87,9.24,9.96,10.64,10.82,10.74,13.81,10.87,12.06,13.23,17.14,14.94,16.65,22.44,19.88,20.06,15.63,19.32,15.93,16.24,16.85,14.78,16.09,16.76,16.17,16.3,17.65,18.63,21.26,22.01
CGRA4,Preço de Fechamento Ajustado,4.88,4.29,4.05,5.03,4.71,4.43,4.02,4.61,4.99,4.78,6.07,5.79,7.17,5.61,6.5,6.53,6.39,6.57,6.55,6.73,5.96,4.75,4.38,3.83,4.31,5.96,6.64,7.53,8.73,10.41,12.28,13.0,12.74,10.82,10.92,11.78,12.02,12.49,12.05,15.45,13.64,14.0,14.39,19.32,17.22,19.22,25.69,21.46,23.49,17.39,21.23,17.01,17.82,19.9,17.1,18.74,19.8,18.66,18.54,20.16,21.19,23.71,24.64
