Dividendos_Pagos,1996T2,1997T2,1997T4,1998T2,1998T4,1999T2,1999T4,2000T1,2000T4,2001T2,2001T4,2002T2,2002T4,2003T2,2003T4,2004T2,2004T4,2005T4,2006T4,2007T4,2008T4,2009T2,2009T4,2010T2,2010T4,2011T2,2011T4,2012T4,2013T4,2014T2,2014T4,2015T1,2015T4,2016T4,2017T4,2018T4,2019T4,2020T1,2020T4,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T2,2023T4,2024T2,2024T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,46.13,65.8449,4.0816,3.0356,4.1456,2.7821,6.1268,5.4835,10.4345,3.516,9.4851,2.9167,5.9746,0.8962,9.3167,2.4482,3.9415,4.2311,3.2911,3.1563,0.7287,0.0537,0.8139,0.5549,0.9099,0.9228,1.0134,1.0566,1.0451,0.2108,1.2255,0.2561,1.4304,2.3506,2.5776,2.1938,2.6087,0.8948,2.5458,1.2553,1.4496,1.9801,2.2668,1.2405,1.2705,2.8555,2.5495,2.5888,2.7835,3.5857,10.1828
