Dividendos_Pagos,1997T2,1998T1,1998T4,1999T4,2000T2,2000T4,2001T4,2002T2,2002T4,2003T2,2003T4,2004T4,2006T1,2006T4,2007T2,2007T4,2008T4,2009T4,2010T2,2010T4,2011T2,2011T3,2011T4,2012T3,2012T4,2013T2,2022T2,2023T2,2023T3,2024T2,2025T2
Dividendos + JCP Pagos no Trimestre,0.1048,0.031,0.1232,0.1232,0.005,0.1232,0.1904,0.1232,0.1875,0.0132,0.1502,0.16,0.1482,0.2,0.01,0.32,0.4,0.28,0.144,0.2,0.004,0.06,0.2,0.14,0.0646,0.0541,3.2487,2.5912,0.2,0.6069,0.4054
