cd_conta_padrao,ds_conta_padrao,2015-T1,2015-T2,2015-T3,2015-T4,2016-T1,2016-T2,2016-T3,2016-T4,2017-T1,2017-T2,2017-T3,2017-T4,2018-T1,2018-T2,2018-T3,2018-T4,2019-T1,2019-T2,2019-T3,2019-T4,2020-T1,2020-T2,2020-T3,2020-T4,2021-T1,2021-T2,2021-T3,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
3.01,Receita de Venda de Bens e/ou Serviços,93395.0,8571.0,4206.0,297976.0,97798.0,3368.0,10141.0,309895.0,103650.0,-5049.0,17981.0,320541.0,107710.0,5788.0,3087.0,353364.0,109779.0,4344.0,11780.0,359991.0,100386.0,-2965.0,55127.0,361731.0,146943.0,24298.0,13631.0,506203.0,167394.0,12304.0,25286.0,556257.0,196515.0,1689.0,13689.0,624172.0,226117.0,-1360.0,25834.0,719389.0,247487.0,226111.0,256290.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-60555.0,-11105.0,-705.0,-199688.0,-67238.0,-805.0,-5701.0,-210067.0,-69337.0,3360.0,-10255.0,-210146.0,-67381.0,-8394.0,-677.0,-232870.0,-71844.0,-5721.0,-6274.0,-238522.0,-67113.0,-3453.0,-26214.0,-244309.0,-93578.0,-12959.0,-10662.0,-320963.0,-107814.0,-6158.0,-12590.0,-351153.0,-122292.0,-1341.0,-13002.0,-384302.0,-135076.0,-2000.0,-19730.0,-439120.0,-157068.0,-146042.0,-159980.0
3.03,Resultado Bruto,32840.0,-2534.0,3501.0,98288.0,30560.0,2563.0,4440.0,99828.0,34313.0,-1689.0,7726.0,110395.0,40329.0,-2606.0,2410.0,120494.0,37935.0,-1377.0,5506.0,121469.0,33273.0,-6418.0,28913.0,117422.0,53365.0,11339.0,2969.0,185240.0,59580.0,6146.0,12696.0,205104.0,74223.0,348.0,687.0,239870.0,91041.0,-3360.0,6104.0,280269.0,90419.0,80069.0,96310.0
3.04,Despesas/Receitas Operacionais,-28597.0,-2468.0,-807.0,-87692.0,-29813.0,-642.0,37253.0,-96713.0,-24659.0,-3015.0,-5015.0,-89639.0,-21488.0,1547.0,-5318.0,-79396.0,-19257.0,-7314.0,-3403.0,-78196.0,-26550.0,1760.0,-10785.0,-89303.0,-33491.0,-7175.0,1469.0,-118237.0,-37438.0,-5681.0,-5713.0,-143353.0,-41663.0,-8971.0,-8496.0,-152503.0,-54967.0,-5138.0,-2584.0,-177898.0,-62140.0,-51843.0,-69241.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,4243.0,-5002.0,2694.0,10596.0,747.0,1921.0,41693.0,3115.0,9654.0,-4704.0,2711.0,20756.0,18841.0,-1059.0,-2908.0,41098.0,18678.0,-8691.0,2103.0,43273.0,6723.0,-4658.0,18128.0,28119.0,19874.0,4164.0,4438.0,67003.0,22142.0,465.0,6983.0,61751.0,32560.0,-8623.0,-7809.0,87367.0,36074.0,-8498.0,3520.0,102371.0,28279.0,28226.0,27069.0
3.06,Resultado Financeiro,-13169.0,-12778.0,5314.0,-34371.0,-30683.0,2877.0,1731.0,-63492.0,-19736.0,-1308.0,5345.0,-143664.0,-17733.0,996.0,-793.0,-34015.0,-19163.0,5201.0,-4731.0,-49801.0,-5541.0,-10978.0,5164.0,-36665.0,-7836.0,3816.0,-10083.0,-639496.0,-32848.0,7918.0,-13132.0,552134.0,-26222.0,-3720.0,-1860.0,-90502.0,-30684.0,6335.0,-4050.0,-96438.0,-33139.0,-37680.0,-42585.0
3.07,Resultado Antes dos Tributos sobre o Lucro,-8926.0,-17780.0,8008.0,-23775.0,-29936.0,4798.0,43424.0,-60377.0,-10082.0,-6012.0,8056.0,-122908.0,1108.0,-63.0,-3701.0,7083.0,-485.0,-3490.0,-2628.0,-6528.0,1182.0,-15636.0,23292.0,-8546.0,12038.0,7980.0,-5645.0,-572493.0,-10706.0,8383.0,-6149.0,613885.0,6338.0,-12343.0,-9669.0,-3135.0,5390.0,-2163.0,-530.0,5933.0,-4860.0,-9454.0,-15516.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,3325.0,4007.0,-1585.0,-15084.0,463.0,-828.0,1011.0,181.0,-697.0,1292.0,-378.0,51569.0,-235.0,567.0,601.0,-2297.0,744.0,-1349.0,3992.0,-617.0,-3117.0,1207.0,-1679.0,-5664.0,-598.0,-5936.0,2312.0,-10299.0,-1993.0,-1155.0,-375.0,280102.0,-4814.0,22006.0,-16403.0,11193.0,-4826.0,2232.0,5087.0,-7305.0,4206.0,-512.0,4341.0
3.09,Resultado Líquido das Operações Continuadas,-5601.0,-13773.0,6423.0,-38859.0,-29473.0,3970.0,44435.0,-60196.0,-10779.0,-4720.0,7678.0,-71339.0,873.0,504.0,-3100.0,4786.0,259.0,-4839.0,1364.0,-7145.0,-1935.0,-14429.0,21613.0,-14210.0,11440.0,2044.0,-3333.0,-582792.0,-12699.0,7228.0,-6524.0,893987.0,1524.0,9663.0,-26072.0,8058.0,564.0,69.0,4557.0,-1372.0,-654.0,-9966.0,-11175.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,-5601.0,-13773.0,6423.0,-38859.0,-29473.0,3970.0,44435.0,-60196.0,-10779.0,-4720.0,7678.0,-71339.0,873.0,504.0,-3100.0,4786.0,259.0,-4839.0,1364.0,-7145.0,-1935.0,-14429.0,21613.0,-14210.0,11440.0,2044.0,-3333.0,-582792.0,-12699.0,7228.0,-6524.0,893987.0,1524.0,9663.0,-26072.0,8058.0,564.0,69.0,4557.0,-1372.0,-654.0,-9966.0,-11175.0
3.99,Lucro por Ação - (Reais / Ação),0.0,0.0,0.0,0.0,0.0,0.0,7.63547,-16.6422,-4.34728,-6.25091,-3.15429,-31.92524,0.35228,0.55536,-0.6949,1.23534,0.10446,-1.84716,-1.29705,-4.1787,-0.78042,-6.59977,2.11698,-3.61406,4.61387,5.43824,4.094,-230.95205,-5.12164,-2.20651,-4.83771,355.71652,0.61465,4.51183,-6.00327,-2.7534,0.22747,0.06382,0.52329,0.38496,-0.06594,-1.00484,-1.12674
