Dividendos_Pagos,1998T1,1999T1,1999T2,1999T4,2000T1,2000T2,2000T3,2000T4,2001T2,2001T3,2002T2,2003T2,2003T3,2003T4,2004T1,2004T2,2005T2,2005T4,2006T2,2006T4,2007T2,2008T2,2009T2,2010T2,2011T2,2012T2,2013T2,2014T2,2015T2,2016T2,2017T2,2018T2,2019T2,2020T2,2021T2,2021T4,2022T2,2022T3,2022T4,2023T2,2024T2,2025T2
Dividendos + JCP Pagos no Trimestre,0.4403,0.2548,0.3803,0.72,0.1683,24.0777,0.2019,0.4377,24.2833,0.483,24.6267,24.0801,0.6743,0.3468,0.3468,0.3057,0.7379,1.156,3.2323,1.1078,4.3513,9.431,10.1392,8.2075,12.8178,10.6357,8.2459,2.9605,1.6111,2.7781,5.9765,3.2749,5.6105,6.3711,6.3411,4.5084,0.5514,3.6606,1.6184,0.9239,3.5642,4.4864
