Dividendos_Pagos,1999T2,2001T2,2008T2,2010T2,2011T2,2014T2,2016T2,2017T2,2018T2,2018T4,2019T2,2019T4,2020T2,2020T4,2021T1,2021T2,2021T4,2022T2,2023T2,2023T4,2024T2,2024T3
Dividendos + JCP Pagos no Trimestre,0.0233,0.1942,0.6969,0.0608,0.1673,0.3052,0.1946,0.8536,1.7841,1.0974,0.4872,0.7572,0.7415,2.0165,11.8797,2.5093,1.04,1.6825,3.7922,2.4837,1.5142,1.6025
