Dividendos_Pagos,1996T2,1997T1,1998T2,1999T2,2000T2,2002T2,2003T2,2004T2,2006T4,2007T2,2008T2,2009T2,2010T2,2011T3,2012T2,2014T2,2017T2,2017T3,2018T2,2019T2,2020T3,2021T2,2022T2,2023T1,2023T2,2024T1,2024T2,2025T1,2025T2
Dividendos + JCP Pagos no Trimestre,0.1565,0.2114,0.1038,0.1169,0.111,0.0235,0.0281,0.0305,0.0067,0.0224,0.0314,0.0355,0.032,0.3141,0.2329,0.0439,0.2991,0.9,0.3982,0.3982,0.1138,0.1138,0.5363,0.1438,0.4314,0.2634,0.7943,0.2648,0.7962
