Dividendos_Pagos,2018T4,2019T2,2019T3,2019T4,2020T3,2020T4,2021T2,2024T4,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.5106,0.2609,0.1786,0.1579,0.3236,0.17,0.1777,0.1706,0.4079,0.8252
