especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,449016000,633058000,633136932,633136932,633037801,633037801,54000000,54035100,104344246,104344246,104344246,104344246,104344246,123094246,122578152,ON
TOTAL,449016000,633058000,633136932,633136932,633037801,633037801,54000000,54035100,104344246,104344246,104344246,104344246,104344246,123094246,122578152,TOTAL
