cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,280199.000,299972.000,351839.000,355209.000,279446.000,55853.000,-3517.000,114200.000,316384.000,280012.000,323799.000,205475.000,140265.000,266504.000,195794.000,214898.000,105951.000,176923.000,128935.000,158329.000,179443.000,243137.000,221560.000,206822.000,234552.000,260743.000,270509.000,286906.000,324687.000,314636.000,361401.000,357180.000,366073.000,399074.000,461469.000,454638.000,409314.000,489099.000,508543.000,543142.000,415812.000,526127.000,654503.000,685927.000,602885.000,698660.000,721164.000,517245.000,581412.000,626898.000,573177.000,631099.000,651443.000,710452.000,786312.000,1406323.000,744852.000,776906.000,912074.000,850569.000,865237.000,991483.000,1135356.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-186973.000,-221112.000,-254219.000,-243325.000,-224275.000,-46948.000,7336.000,-461572.000,-287795.000,-225455.000,-265436.000,-198786.000,-149888.000,-246770.000,-188231.000,-167327.000,-97493.000,-131154.000,-106805.000,-108796.000,-128390.000,-174862.000,-154170.000,-148162.000,-165807.000,-193336.000,-179579.000,-190983.000,-217372.000,-211129.000,-230324.000,-230462.000,-242401.000,-255246.000,-306455.000,-291322.000,-268790.000,-322667.000,-340502.000,-370064.000,-287953.000,-364384.000,-443229.000,-476445.000,-423975.000,-512579.000,-570610.000,-581500.000,-476169.000,-550598.000,-548772.000,-562357.000,-518805.000,-572716.000,-615707.000,-1106045.000,-562094.000,-565182.000,-645531.000,-620150.000,-594052.000,-696363.000,-800931.000
3.03,Resultado Bruto,93226.000,78860.000,97620.000,111884.000,55171.000,8905.000,3819.000,-347372.000,28589.000,54557.000,58363.000,6689.000,-9623.000,19734.000,7563.000,47571.000,8458.000,45769.000,22130.000,49533.000,51053.000,68275.000,67390.000,58660.000,68745.000,67407.000,90930.000,95923.000,107315.000,103507.000,131077.000,126718.000,123672.000,143828.000,155014.000,163316.000,140524.000,166432.000,168041.000,173078.000,127859.000,161743.000,211274.000,209482.000,178910.000,186081.000,150554.000,-64255.000,105243.000,76300.000,24405.000,68742.000,132638.000,137736.000,170605.000,300278.000,182758.000,211724.000,266543.000,230419.000,271185.000,295120.000,334425.000
3.04,Despesas/Receitas Operacionais,-56490.000,-56866.000,-53805.000,-57883.000,-57538.000,5423.000,2682.000,-307136.000,-54784.000,-66371.000,-67619.000,-78660.000,-30346.000,-43719.000,-55101.000,-8237.000,-43311.000,-60384.000,-52543.000,-80835.000,-36603.000,-62079.000,-51314.000,-64937.000,-55228.000,-54160.000,-59936.000,-65403.000,-84282.000,-80861.000,-100156.000,-79831.000,-83839.000,-89011.000,-84148.000,-109472.000,-83715.000,-86675.000,-96519.000,-90435.000,-99137.000,-105643.000,-122551.000,-118379.000,-121128.000,-128001.000,-123619.000,-168972.000,-126944.000,-148894.000,-163806.000,-150855.000,-111424.000,-123458.000,-156610.000,-255871.000,-118538.000,-156529.000,-165139.000,-156110.000,-160926.000,-178122.000,-197729.000
3.04.02,Despesas Gerais e Administrativas,-27906.000,-26015.000,-25718.000,-43790.000,-26987.000,-973.000,16554.000,-77297.000,-26910.000,-26762.000,-27990.000,-31674.000,-22632.000,-19494.000,-25047.000,-30130.000,-18970.000,-25012.000,-18856.000,-24235.000,-14783.000,-21604.000,-26861.000,-20723.000,-19020.000,-21177.000,-21928.000,-27614.000,-22928.000,-21764.000,-24849.000,-25614.000,-34011.000,-26489.000,-28346.000,-35000.000,-29078.000,-30587.000,-31172.000,-26280.000,-29857.000,-40479.000,-45834.000,-38254.000,-48406.000,-43957.000,-42587.000,-53162.000,-48066.000,-56842.000,-53720.000,-49822.000,-37415.000,-45446.000,-56137.000,-77878.000,-54398.000,-68833.000,-61101.000,-55694.000,-66328.000,-82741.000,-77280.000
3.04.05,Outras Despesas Operacionais,-1762.000,-4063.000,-6889.000,15549.000,-6540.000,4479.000,-14497.000,-69310.000,-7322.000,-16754.000,-17879.000,-21655.000,-6044.000,0.000,-19096.000,31342.000,-12819.000,-19634.000,-15706.000,-29721.000,-8894.000,-15654.000,-19539.000,-23315.000,-18407.000,-10310.000,-13398.000,-6927.000,-31983.000,-25148.000,-39410.000,-15446.000,-18204.000,-27258.000,-16836.000,-35656.000,-20621.000,-18361.000,-18229.000,-23730.000,-21356.000,-20294.000,-20980.000,-27588.000,-22982.000,-27829.000,-17358.000,-32830.000,-20529.000,-31529.000,-42730.000,-38593.000,-26572.000,-22028.000,-36665.000,-59054.000,-238.000,-22918.000,-30727.000,-34105.000,-31675.000,-17050.000,-37976.000
3.04.06,Resultado de Equivalência Patrimonial,0.000,0.000,-636.000,636.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19109.000,-4527.000,7920.000,8752.000,265.000,-1070.000,-2670.000,-15667.000,-375.000,-7661.000,11353.000,-1566.000,471.000,-1403.000,944.000,-5468.000,89.000,-464.000,-352.000,-388.000,84.000,453.000,278.000,-197.000,-1243.000,-225.000,-338.000,5045.000,161.000,-164.000,-88.000,-389.000,-197.000,79.000,-1422.000,-5261.000,5931.000,-632.000,-8282.000,-4398.000,303.000,1155.000,-1751.000,-349.000,-93.000,3898.000,2416.000,10478.000,4917.000,3649.000,9212.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,36736.000,21994.000,43815.000,54001.000,-2367.000,14328.000,6501.000,-654508.000,-26195.000,-11814.000,-9256.000,-71971.000,-39969.000,-23985.000,-47538.000,39334.000,-34853.000,-14615.000,-30413.000,-31302.000,14450.000,6196.000,16076.000,-6277.000,13517.000,13247.000,30994.000,30520.000,23033.000,22646.000,30921.000,46887.000,39833.000,54817.000,70866.000,53844.000,56809.000,79757.000,71522.000,82643.000,28722.000,56100.000,88723.000,91103.000,57782.000,58080.000,26935.000,-233227.000,-21701.000,-72594.000,-139401.000,-82113.000,21214.000,14278.000,13995.000,44407.000,64220.000,55195.000,101404.000,74309.000,110259.000,116998.000,136696.000
3.06,Resultado Financeiro,-7336.000,-8929.000,-6301.000,-5051.000,2243.000,5963.000,-4831.000,12284.000,471.000,2356.000,-2082.000,2476.000,2931.000,1901.000,-6370.000,-2274.000,-90.000,1333.000,5058.000,-31176.000,1528.000,5651.000,-1970.000,565.000,-1897.000,-450.000,-12173.000,-5523.000,-663.000,734.000,-795.000,-133.000,3169.000,3449.000,1022.000,866.000,259.000,2384.000,2144.000,4015.000,-2951.000,-6308.000,-6736.000,-7076.000,-9457.000,-15074.000,-11963.000,-23617.000,-37516.000,-32075.000,-61666.000,-64015.000,-53736.000,-15622.000,-27913.000,-87216.000,-53599.000,-54540.000,-19795.000,-42912.000,-21498.000,93470.000,-19913.000
3.06.01,Receitas Financeiras,4342.000,3517.000,1634.000,3049.000,6300.000,3703.000,-5464.000,24266.000,8591.000,10593.000,6768.000,10951.000,10702.000,7520.000,7404.000,11909.000,13036.000,13805.000,15890.000,15942.000,13335.000,24292.000,2147.000,7051.000,8809.000,8586.000,6471.000,3391.000,5644.000,8195.000,8046.000,6261.000,9647.000,10886.000,9622.000,12728.000,12054.000,15246.000,17208.000,16733.000,9261.000,10262.000,6051.000,6993.000,4102.000,8450.000,9879.000,15211.000,17433.000,16537.000,20226.000,313.000,12410.000,11990.000,19282.000,31873.000,19354.000,13469.000,15159.000,17199.000,14096.000,142928.000,40199.000
