Dividendos_Pagos,1996T2,2014T2,2015T2,2016T2,2017T2,2018T2,2019T1,2020T2,2021T2,2023T2,2024T2,2025T2
Dividendos + JCP Pagos no Trimestre,0.2,0.3546,0.8708,0.5044,0.7024,0.8606,0.918,1.6379,1.2865,2.3087,1.5633,2.359
