cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,397144.000,446559.000,483067.000,496627.000,534419.000,569078.000,606162.000,527097.000,551671.000,566400.000,567782.000,542950.000,544726.000,637986.000,640670.000,570370.000,566823.000,591591.000,595929.000,578637.000,579363.000,615252.000,667880.000,570598.000,574724.000,583512.000,559142.000,518629.000,540505.000,576334.000,596522.000,551082.000,618682.000,628232.000,710334.000,634406.000,623203.000,661798.000,645533.000,595704.000,573795.000,360904.000,691192.000,776687.000,834974.000,889110.000,949478.000,941534.000,890004.000,1019404.000,1198822.000,1115800.000,1022151.000,1120797.000,1179376.000,1016501.000,1020710.000,1068843.000,1150648.000,1317779.000,1266644.000,1369159.000,1445341.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-295283.000,-332677.000,-361238.000,-342771.000,-371822.000,-403414.000,-435976.000,-476689.000,-417629.000,-425398.000,-397598.000,-397578.000,-405003.000,-456323.000,-439799.000,-430389.000,-423418.000,-433452.000,-425669.000,-441460.000,-427895.000,-450937.000,-475964.000,-427623.000,-403131.000,-422890.000,-410179.000,-403804.000,-403963.000,-420729.000,-411568.000,-399512.000,-445154.000,-449955.000,-493705.000,-512829.000,-454330.000,-496669.000,-467162.000,-467721.000,-412142.000,-316920.000,-499659.000,-546928.000,-578761.000,-628011.000,-692669.000,-721350.000,-653878.000,-760314.000,-837523.000,-839159.000,-704159.000,-781530.000,-831326.000,-750248.000,-702953.000,-742498.000,-795632.000,-1017784.000,-913946.000,-997024.000,-1030891.000
3.03,Resultado Bruto,101861.000,113882.000,121829.000,153856.000,162597.000,165664.000,170186.000,50408.000,134042.000,141002.000,170184.000,145372.000,139723.000,181663.000,200871.000,139981.000,143405.000,158139.000,170260.000,137177.000,151468.000,164315.000,191916.000,142975.000,171593.000,160622.000,148963.000,114825.000,136542.000,155605.000,184954.000,151570.000,173528.000,178277.000,216629.000,121577.000,168873.000,165129.000,178371.000,127983.000,161653.000,43984.000,191533.000,229759.000,256213.000,261099.000,256809.000,220184.000,236126.000,259090.000,361299.000,276641.000,317992.000,339267.000,348050.000,266253.000,317757.000,326345.000,355016.000,299995.000,352698.000,372135.000,414450.000
3.04,Despesas/Receitas Operacionais,-70120.000,-81866.000,-72502.000,-147786.000,-99340.000,-99059.000,-68908.000,-39470.000,-79043.000,-88012.000,-81280.000,-72537.000,-74438.000,-93662.000,-85405.000,-97371.000,-79345.000,-80080.000,-90097.000,-80724.000,-77527.000,-87728.000,-100594.000,-119863.000,-88931.000,-95722.000,-88840.000,-306303.000,-81466.000,-71630.000,-75804.000,-92293.000,-77367.000,-88834.000,-90370.000,-56545.000,-71252.000,-73268.000,-73008.000,-77387.000,-95419.000,-84967.000,-129503.000,-123437.000,-82724.000,-22954.000,-85228.000,-80778.000,-80225.000,-102574.000,-100950.000,-128438.000,-83192.000,-110852.000,-126917.000,-134518.000,-54903.000,-127813.000,-113954.000,-132193.000,-150674.000,-141516.000,-135197.000
3.04.02,Despesas Gerais e Administrativas,-19142.000,-26925.000,-15972.000,-32465.000,-35268.000,-39399.000,-20116.000,12857.000,-21879.000,-27486.000,-23297.000,-28737.000,-25644.000,-25242.000,-25025.000,-27818.000,-20302.000,-17461.000,-17693.000,-16915.000,-16963.000,-18640.000,-19486.000,-26858.000,-21603.000,-25427.000,-21984.000,-19749.000,-23916.000,-27727.000,-17708.000,-18967.000,-20353.000,-22975.000,-23280.000,-27268.000,-19009.000,-23387.000,-18890.000,-24448.000,-25283.000,-19417.000,-24240.000,-26443.000,-27554.000,-24119.000,-26764.000,-31402.000,-23183.000,-30260.000,-26219.000,-30411.000,-29181.000,-32040.000,-33877.000,-32739.000,-35068.000,-40191.000,-36937.000,-28439.000,-42573.000,-46445.000,-44096.000
3.04.05,Outras Despesas Operacionais,-27151.000,-28006.000,-25380.000,-85059.000,-34423.000,-38250.000,-12064.000,-104657.000,-30377.000,-38316.000,-29968.000,-29840.000,-34158.000,-36812.000,-42287.000,-66892.000,-39145.000,-34824.000,-46935.000,-68825.000,-41679.000,-38591.000,-48777.000,-88811.000,-38619.000,-45180.000,-44630.000,-288234.000,-36995.000,-22136.000,-20130.000,-6376.000,-19188.000,-20237.000,-17660.000,-2097.000,-14429.000,-23756.000,-10086.000,11395.000,-27820.000,-33656.000,-2680.000,-106953.000,-2759.000,60831.000,-4196.000,17024.000,920.000,4567.000,8739.000,-6193.000,21608.000,7745.000,-41163.000,16190.000,51403.000,-11567.000,6576.000,6262.000,-17487.000,5842.000,-824.000
3.04.06,Resultado de Equivalência Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1989.000,-68.000,0.000,-39.000,-2043.000,-78.000,-181.000,-80.000,-3.000,-15.000,0.000,-67.000,-31.000,-19.000,-26.000,-31.000,-91.000,-31.000,-34.000,-36.000,-36.000,-62.000,-30.000,3365.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2326.000,1782.000,1695.000,3087.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,31741.000,32016.000,49327.000,6070.000,63257.000,66605.000,101278.000,10938.000,54999.000,52990.000,88904.000,72835.000,65285.000,88001.000,115466.000,42610.000,64060.000,78059.000,80163.000,56453.000,73941.000,76587.000,91322.000,23112.000,82662.000,64900.000,60123.000,-191478.000,55076.000,83975.000,109150.000,59277.000,96161.000,89443.000,126259.000,65032.000,97621.000,91861.000,105363.000,50596.000,66234.000,-40983.000,62030.000,106322.000,173489.000,238145.000,171581.000,139406.000,155901.000,156516.000,260349.000,148203.000,234800.000,228415.000,221133.000,131735.000,262854.000,198532.000,241062.000,167802.000,202024.000,230619.000,279253.000
3.06,Resultado Financeiro,-5691.000,-6288.000,-100.000,1479.000,-2327.000,-5100.000,15055.000,976.000,-1485.000,-3498.000,-10502.000,-8542.000,-12052.000,-9950.000,-5604.000,-5197.000,-3451.000,-6272.000,-5261.000,-1544.000,-5523.000,-7857.000,-315.000,1904.000,-12295.000,-26200.000,-10919.000,-8139.000,-13019.000,-7565.000,-7115.000,-670.000,-1807.000,-5166.000,-7711.000,-6870.000,-8839.000,-9486.000,-10483.000,-12565.000,-40596.000,-19831.000,-13155.000,-12401.000,-6042.000,-11966.000,5876.000,3206.000,-3977.000,-4905.000,16272.000,-16478.000,14830.000,29354.000,49570.000,28084.000,11813.000,-50392.000,-19337.000,-113171.000,12110.000,-41720.000,-6712.000
3.06.01,Receitas Financeiras,12646.000,16643.000,28423.000,33416.000,19561.000,25373.000,64624.000,-25592.000,18772.000,28963.000,7355.000,40384.000,16168.000,36414.000,35536.000,29541.000,33849.000,21224.000,32601.000,31643.000,65780.000,28702.000,120009.000,50017.000,52561.000,40214.000,19904.000,39682.000,28362.000,30986.000,24182.000,24896.000,24580.000,68756.000,59289.000,17669.000,31084.000,20247.000,41505.000,23041.000,90791.000,62095.000,26901.000,36466.000,43759.000,47620.000,42440.000,44267.000,84691.000,69824.000,83340.000,80163.000,82453.000,90115.000,132971.000,184487.000,69272.000,173382.000,84928.000,131136.000,161971.000,61321.000,105734.000
