Dividendos_Pagos,1998T1,2000T2,2001T2,2002T2,2002T3,2002T4,2003T2,2003T4,2004T4,2005T2,2005T4,2006T2,2006T4,2007T2,2007T4,2008T2,2008T4,2009T4,2010T4,2011T3,2011T4,2012T2,2012T3,2012T4,2013T2,2013T3,2013T4,2014T2,2014T3,2014T4,2015T2,2015T3,2015T4,2016T2,2016T3,2017T3,2017T4,2018T1,2018T2,2018T4,2019T1,2019T2,2019T4,2020T1,2021T1,2021T2,2021T4,2022T2,2022T4,2023T2,2023T4,2024T2,2024T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.351,2.335,4.584,8.711,2.6429,3.9426,2.0139,10.8769,11.958,25.2317,3.6218,14.5442,2.014,1.3014,1.8133,0.6507,2.08,2.1416,5.2746,0.9747,3.376,0.8572,0.1704,0.8018,0.4563,0.13,0.6618,0.8239,0.1609,1.0366,0.4937,0.1971,1.0112,0.3832,0.2413,0.3973,0.1724,0.1159,1.1194,0.5585,0.1134,1.4982,0.5456,0.0929,0.5504,0.3786,0.545,3.6577,0.835,3.5224,6.3591,1.6325,0.7298,1.9068,0.8151
