Dividendos_Pagos,2012T3,2012T4,2013T1,2013T3,2013T4,2014T1,2014T3,2015T1,2015T3,2015T4,2016T3,2017T1,2017T3,2018T1,2018T3,2019T1,2019T3,2020T1,2020T3,2021T1,2021T3,2021T4,2022T1,2022T3,2022T4,2023T1,2023T3,2023T4,2024T1,2024T3,2024T4,2025T1,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.3033,0.1625,0.1417,0.2324,0.1819,0.0974,0.3304,0.2979,0.3457,0.3623,0.3755,0.6447,1.145,1.1421,1.1224,1.1544,1.1917,1.034,0.9824,1.0377,0.2832,0.113,0.2455,0.5221,0.3268,0.2462,0.6691,0.3848,0.2471,0.6778,0.5054,0.2473,1.0067,1.0723
