Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2026T1
AMER3,Preço de Fechamento Ajustado,3286.91,2574.74,2679.17,2696.29,1927.29,1653.82,1276.18,781.33,720.56,507.87,924.58,1475.85,1293.54,576.45,1230.17,1325.66,2403.9,2626.27,3076.48,2104.76,1894.66,1913.42,1393.8,1428.5,1331.89,881.67,1496.03,956.71,1186.09,1123.67,2030.28,1968.82,2462.46,2583.47,2660.3,4035.6,4054.8,3142.43,4697.96,6107.83,4663.95,10401.58,8772.53,7371.54,5922.77,6459.96,3014.52,4.71
