cd_conta,conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3
6.01,Caixa Líquido das Atividades Operacionais,-243041.000,22087.000,269725.000,478355.000,-519664.000,706193.000,242093.000,314581.000,-187828.000,-91487.000,57236.000,537922.000,-292550.000,-247416.000,-77119.000,2027429.000,-449390.000,-215055.000,97942.000,400209.000,-850914.000,297754.000,-83197.000,1346384.000,-963390.000,-880823.000,-448857.000,1094107.000,-1337014.000,-16678.000,74260.000,1716479.000,-147788.000,-529064.000,-64967.000,2233275.000,-221375.000,-368567.000,442141.000,2518762.000,210178.000,285728.000,15297.000,1094391.000,-605246.000,-2550242.000,-3823222.000
6.01.DA,Depreciação e Amortização,31792.000,65772.000,104499.000,-56052.000,43088.000,43116.000,47244.000,43664.000,51906.000,106041.000,164140.000,-95120.000,66336.000,135399.000,207714.000,-119532.000,87832.000,94821.000,99690.000,106015.000,114002.000,134329.000,143281.000,149933.000,151613.000,154130.000,168493.000,162555.000,180761.000,194573.000,199720.000,194562.000,211961.000,445578.000,688156.000,-410336.000,223723.000,460173.000,706770.000,-435889.000,248350.000,506996.000,775449.000,-486240.000,304474.000,917488.000,1351320.000
6.02,Caixa Líquido Atividades de Investimento,706429.000,334361.000,195758.000,-1544669.000,-32594.000,-444529.000,370874.000,-1029536.000,277257.000,-449847.000,-204704.000,-1118405.000,666598.000,-588052.000,-1383919.000,-768920.000,538780.000,-960075.000,441398.000,-1513019.000,491337.000,-438927.000,-347537.000,-2047461.000,825510.000,598417.000,139419.000,-1920344.000,-616788.000,-1890423.000,-173642.000,-1317519.000,1065606.000,1929187.000,2541574.000,-3587621.000,-1693994.000,-1435194.000,-2553356.000,2822049.000,-345308.000,-883163.000,-2208117.000,-1503063.000,1202846.000,511890.000,1138922.000
6.03,Caixa Líquido Atividades de Financiamento,-518511.000,-403783.000,-485062.000,1208999.000,525016.000,-226144.000,-715568.000,778354.000,-50527.000,544488.000,117080.000,620825.000,-297799.000,1089119.000,1603525.000,-1490390.000,190156.000,1262052.000,-522618.000,1257419.000,335735.000,-87383.000,546483.000,1212054.000,-196609.000,301905.000,-47437.000,695391.000,2658951.000,3829589.000,-213389.000,330283.000,298231.000,234206.000,-61465.000,-664873.000,2826883.000,1563356.000,2065892.000,-6488725.000,874955.000,2720247.000,6344875.000,1111414.000,-3398840.000,-4538238.000,-6944809.000
6.04,Variação Cambial s/ Caixa e Equivalentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6.05,Aumento (Redução) de Caixa e Equivalentes,-55123.000,-47335.000,-19579.000,142685.000,-27242.000,35520.000,-102601.000,63399.000,38902.000,3154.000,-30388.000,40342.000,76249.000,253651.000,142487.000,-231881.000,279546.000,86922.000,16722.000,144609.000,-23842.000,-228556.000,115749.000,510977.000,-334489.000,19499.000,-356875.000,-130846.000,705149.000,1922488.000,-312771.000,729243.000,1216049.000,1634329.000,2415142.000,-2019219.000,911514.000,-240405.000,-45323.000,-1147914.000,739825.000,2122812.000,4152055.000,702742.000,-2801240.000,-6576590.000,-9629109.000
