Dividendos_Pagos,2004T2,2006T2,2007T2,2008T2,2009T4,2010T4,2011T2,2011T4,2013T2,2014T2,2015T2,2015T4,2016T2,2016T4,2017T2,2018T2,2019T2,2020T2,2023T2,2023T4,2024T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,4.31,0.9257,0.0001,0.34,1.22,1.35,0.12,2.65,0.8,0.262,0.82,3.0,8.87,4.0,1.3,1.66,0.954,1.39,12.55,3.7821,194.442,2.6984,24.5673
