Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
CEBR3,Preço de Fechamento Ajustado,1.75,1.62,1.2,1.16,1.5,1.49,1.01,1.01,1.0,0.81,0.88,0.81,0.83,1.15,0.86,0.92,0.81,0.88,0.88,0.88,0.88,0.84,0.84,0.84,1.09,1.28,1.44,1.67,1.89,1.73,1.56,1.44,1.53,1.45,1.63,1.63,2.32,2.07,2.39,3.17,3.17,3.26,5.52,7.46,11.04,13.02,12.46,8.12,9.17,9.61,8.29,6.53,8.42,9.54,9.83,13.5,16.4,16.69,15.06,13.05,14.92,16.98,21.62
CEBR5,Preço de Fechamento Ajustado,1.12,1.32,1.02,1.18,1.25,1.18,0.89,0.78,0.8,0.75,0.89,0.82,1.01,1.08,0.77,1.07,0.94,1.07,0.92,0.9,0.9,0.94,0.92,0.96,1.2,1.2,1.24,1.28,1.16,1.16,1.42,1.24,1.5,1.69,1.59,1.71,1.63,2.22,2.75,3.6,4.53,4.27,6.35,8.95,11.2,12.67,12.01,7.96,9.33,7.89,6.37,7.1,8.24,9.92,9.85,12.17,14.35,14.43,13.05,12.87,15.1,17.16,21.38
CEBR6,Preço de Fechamento Ajustado,1.18,1.15,0.79,0.88,1.13,0.92,0.75,0.85,0.83,0.63,0.77,0.67,0.69,0.89,0.81,0.87,0.87,1.06,0.89,0.91,0.91,0.83,0.81,0.83,0.71,1.11,1.18,1.17,1.29,1.29,1.32,1.27,1.27,1.48,1.63,1.57,1.58,1.8,2.31,2.75,2.87,3.49,5.54,7.7,10.39,12.38,11.22,7.52,8.88,8.45,6.87,6.33,8.38,9.99,10.66,13.57,15.82,15.49,13.87,14.21,16.49,18.45,23.07
