Dividendos_Pagos,1996T2,1997T2,1998T2,1999T2,2000T2,2001T2,2002T2,2010T2,2013T2,2018T2,2019T2,2020T3,2021T2,2021T4,2022T2,2023T2,2023T4,2024T2,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,6.6589,8.0418,7.6912,7.6698,6.8247,7.6555,10.1861,4.8635,10.835,4.3124,4.0278,7.4294,114.3968,179.5391,10.9796,4.6232,3.5969,2.2866,2.5539,3.5639,5.1638,5.1638
