cd_conta,conta,2010T2,2011T2,2018T2,2018T3,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,0.000,92764.000,27760.000,27029.000,24527.000,21687.000,8534.000,31145.000,38450.000,49725.000,19717.000,42336.000,35828.000,22981.000,47123.000,28723.000,48435.000,47014.000,11152.000,38248.000,-211848.000,-64483.000,107743.000,44186.000,51812.000,-124125.000,69241.000,-54375.000,46437.000,-13650.000,-13667.000
6.01.DA,Depreciação e Amortização,0.000,33233.000,66288.000,96993.000,32169.000,38307.000,52443.000,39348.000,40143.000,39859.000,33854.000,36482.000,36266.000,35994.000,36424.000,36156.000,39174.000,42986.000,48205.000,37248.000,52341.000,55865.000,56689.000,55583.000,56743.000,56332.000,57891.000,62523.000,62570.000,128639.000,199410.000
6.02,Caixa Líquido Atividades de Investimento,0.000,-147936.000,-956.000,-1960.000,-1053.000,33457.000,-2811.000,-1353.000,-2599.000,-2403.000,-2076.000,-3106.000,-2853.000,-14081.000,-7706.000,-91471.000,-7714.000,-29124.000,-38652.000,-84622.000,-16844.000,-9658.000,-7340.000,-10722.000,-5580.000,-190760.000,-79363.000,-67922.000,22611.000,-6307.000,-77654.000
6.03,Caixa Líquido Atividades de Financiamento,0.000,228019.000,-34303.000,-42832.000,-6693.000,16807.000,-45290.000,-14682.000,87201.000,-5340.000,-45367.000,77457.000,-19337.000,-47256.000,-73254.000,-54883.000,273314.000,-83716.000,-25784.000,428861.000,-20491.000,57168.000,-44229.000,-56724.000,99393.000,222818.000,-111629.000,186063.000,-91356.000,-217074.000,199367.000
6.04,Variação Cambial s/ Caixa e Equivalentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6.05,Aumento (Redução) de Caixa e Equivalentes,0.000,172847.000,-7499.000,-17763.000,16781.000,71951.000,-39567.000,15110.000,123052.000,41982.000,-27726.000,116687.000,13638.000,-38356.000,-33837.000,-117631.000,314035.000,-65826.000,-53284.000,382487.000,-249183.000,-16973.000,56174.000,-23260.000,145625.000,-92067.000,-121751.000,63766.000,-22308.000,-237031.000,108046.000
