Dividendos_Pagos,2010T4,2011T2,2011T3,2011T4,2012T2,2013T1,2013T2,2013T4,2014T2,2021T2,2021T3,2021T4,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.2024,0.0216,0.1752,0.0191,0.1802,0.1582,0.1845,0.1536,0.2232,0.0235,0.0814,0.0824,0.1421,0.0566,0.0636,0.0767,0.081,0.0695,0.0708,0.0806,0.1005,0.2134,0.2288,0.0606,0.2157,0.1877
