especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,66174350,66174350,66174350,124973750,124973750,124973750,217566343,217566343,217566343,217566343,217566343,217566343,270016343,270016343,270016343,ON
PN,36206650,36206650,36206650,0,0,0,0,0,0,0,0,0,0,0,0,PN
TOTAL,102381000,102381000,102381000,124973750,124973750,124973750,217566343,217566343,217566343,217566343,217566343,217566343,270016343,270016343,270016343,TOTAL
