Dividendos_Pagos,1998T2,1999T2,2000T2,2001T1,2001T3,2001T4,2002T2
Dividendos + JCP Pagos no Trimestre,0.2335,0.1191,0.0331,0.1115,0.106,0.0798,0.1085
