Dividendos_Pagos,1996T1,1996T3,1997T1,1997T3,1997T4,1998T2,1998T4,1999T3,1999T4,2000T2,2000T4,2001T3,2001T4,2002T2,2002T4,2003T1,2003T3,2003T4,2004T1,2004T2,2004T3,2004T4,2005T1,2005T2,2005T3,2005T4,2006T1,2006T2,2006T3,2006T4,2007T1,2007T2,2007T3,2007T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T4,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2017T4,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,3.02,0.84,2.36,2.121,2.3436,3.108,3.3621,4.515,5.691,1.8942,3.465,1.9887,5.229,7.8658,10.0,3.3,1.12,5.52,2.2,2.16,1.6,1.82,3.84,1.44,1.58,1.5,1.38,1.04,1.08,1.2,1.2,1.12,0.98,1.12,0.98,1.28,1.2,0.52,0.2,0.85,0.32,0.44,0.36,0.18,0.2,0.3,0.38,0.22,0.16,0.26,0.18,0.04,0.04,0.22,0.32,0.16,0.22,0.14,0.08,0.14,0.04,0.04,0.04,0.08,0.14,0.18,0.1,0.08,0.08,0.04,0.04,0.32,0.16,0.42,0.96,3.1,0.2,0.58,0.72,1.0,0.2,0.6,0.52,1.86,0.1,0.38,0.16,0.26,0.1,0.16,0.16,0.38
