Dividendos_Pagos,1996T2,1997T2,1998T1,1998T2,1999T1,1999T2,2000T1,2000T2,2001T2,2002T2,2003T2,2004T2,2005T2,2006T2,2007T2,2011T2,2012T2,2013T2,2014T2
Dividendos + JCP Pagos no Trimestre,1.54,2.48,4.3935,0.4888,1.8106,0.4934,1.6975,3.4423,4.7735,4.3203,4.32,2.5,0.57,0.8,2.45,0.1383,0.1584,0.0611,0.0687
