Preço_Fechamento,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,3667.79,3065.88,3020.35,2352.53,1882.03,1821.32,1821.32,1707.48,1335.63,1210.0,830.0,670.0,650.0,272.0,300.0,340.0,349.0,295.0,162.0,265.0,270.0,415.0,433.0,433.0,433.0,571.0,192.0,96.0,130.0,94.0,86.0,70.0,57.0,66.2,46.4,43.0,48.0,10.4,6.0,2.28,2.36,1.9,1.62,1.02
