Dividendos_Pagos,2009T2,2010T2,2011T2,2011T4,2012T2,2012T4,2013T1,2013T2,2013T3,2013T4,2014T2,2014T4,2015T2,2015T4,2016T2,2017T2,2017T3,2017T4,2018T2,2018T3,2018T4,2019T2,2019T3,2019T4,2020T4,2021T4,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T2,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.1362,0.3404,0.5787,0.5618,0.2746,0.7008,0.3297,0.2383,0.2394,0.2396,0.3727,0.4515,0.5825,0.7188,0.5048,0.5521,0.3257,0.3262,0.5538,0.1346,0.1178,0.1846,0.1342,0.1509,0.455,0.4989,0.2472,0.1707,0.299,0.1281,0.2482,0.2061,0.4139,0.3885,0.6446,0.2252,0.2456,0.2456,0.3065
