cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,177185.000,206420.000,219830.000,285278.000,196277.000,210104.000,275682.000,323577.000,324814.000,226785.000,268251.000,298893.000,256868.000,317296.000,268662.000,338694.000,350778.000,395602.000,314187.000,438608.000,364271.000,470995.000,342698.000,583617.000,421202.000,291193.000,317615.000,629639.000,459121.000,472929.000,561029.000,726822.000,662704.000,752666.000,537585.000,870513.000,765330.000,806801.000,563106.000,905419.000,926806.000,983909.000,751267.000,1211099.000,1565380.000,1687896.000,1143493.000,1927600.000,3495805.000,2388582.000,1383163.000,2322160.000,3074186.000,2130192.000,2100685.000,1817061.000,1994799.000,2111918.000,1651825.000,2045085.000,2834672.000,2254859.000,2379036.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-176091.000,-131610.000,-141432.000,-219876.000,-121541.000,-135876.000,-148044.000,-234391.000,-220845.000,-223180.000,-195252.000,-225679.000,-184584.000,-220612.000,-212791.000,-302247.000,-234284.000,-343159.000,-260887.000,-327760.000,-242355.000,-365185.000,-255053.000,-465867.000,-347529.000,-363402.000,-277417.000,-424833.000,-274171.000,-303451.000,-405473.000,-559510.000,-348244.000,-451239.000,-423087.000,-754940.000,-513559.000,-412246.000,-625332.000,-706335.000,-599258.000,-596454.000,-734459.000,-872611.000,-868018.000,-895667.000,-934982.000,-1378058.000,-2017128.000,-1460216.000,-1215934.000,-1765133.000,-1906400.000,-1397212.000,-1514433.000,-1683385.000,-1348583.000,-1280856.000,-1372738.000,-1493724.000,-1758617.000,-1598832.000,-1756464.000
3.03,Resultado Bruto,1094.000,74810.000,78398.000,65402.000,74736.000,74228.000,127638.000,89186.000,103969.000,3605.000,72999.000,73214.000,72284.000,96684.000,55871.000,36447.000,116494.000,52443.000,53300.000,110848.000,121916.000,105810.000,87645.000,117750.000,73673.000,-72209.000,40198.000,204806.000,184950.000,169478.000,155556.000,167312.000,314460.000,301427.000,114498.000,115573.000,251771.000,394555.000,-62226.000,199084.000,327548.000,387455.000,16808.000,338488.000,697362.000,792229.000,208511.000,549542.000,1478677.000,928366.000,167229.000,557027.000,1167786.000,732980.000,586252.000,133676.000,646216.000,831062.000,279087.000,551361.000,1076055.000,656027.000,622572.000
3.04,Despesas/Receitas Operacionais,-16911.000,-17534.000,-24672.000,-34544.000,-22604.000,-21410.000,-27093.000,-37801.000,-28733.000,-21145.000,-24620.000,-34168.000,-27134.000,-24588.000,-24943.000,-34142.000,-30046.000,-27137.000,-34460.000,-50644.000,-36570.000,-31119.000,-31833.000,-48101.000,-45209.000,-31420.000,-38617.000,-20907.000,-37725.000,-31484.000,-41461.000,26827.000,-47019.000,-36844.000,-45743.000,-58595.000,-65869.000,-45765.000,-47648.000,-65190.000,-70811.000,-63408.000,-51797.000,-103353.000,-92125.000,-72338.000,-23131.000,-146683.000,-163075.000,-120052.000,-118996.000,-223883.000,-194510.000,-88976.000,-171287.000,-230740.000,-147695.000,-155903.000,-206132.000,-284847.000,-210007.000,-202741.000,-338526.000
3.04.02,Despesas Gerais e Administrativas,-6421.000,-9613.000,-8911.000,-13676.000,-13485.000,-13937.000,-17294.000,-19331.000,-13416.000,-10940.000,-10446.000,-11389.000,-11297.000,-10776.000,-11574.000,-14082.000,-15189.000,-13644.000,-13448.000,-11454.000,-15243.000,-13105.000,-13813.000,-16276.000,-20543.000,-13324.000,-12099.000,-13121.000,-20362.000,-19402.000,-22113.000,-24159.000,-24164.000,-22411.000,-24911.000,-30028.000,-30722.000,-24050.000,-22319.000,-26060.000,-29490.000,-26748.000,-27753.000,-46177.000,-41141.000,-46194.000,-82172.000,-71942.000,-74746.000,-71770.000,-64494.000,-73594.000,-93060.000,-75554.000,-79436.000,-60710.000,-78662.000,-73428.000,-68578.000,-70570.000,-85884.000,-93119.000,-84177.000
3.04.05,Outras Despesas Operacionais,0.000,0.000,0.000,0.000,-1103.000,-571.000,0.000,1674.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1235.000,0.000,-491.000,1065.000,-767.000,-1364.000,-400.000,5415.000,-3233.000,-583.000,-2911.000,27250.000,-1775.000,-379.000,-220.000,91682.000,-858.000,-558.000,-3590.000,-777.000,-5357.000,-1194.000,-2438.000,-3664.000,-3101.000,-1969.000,-1892.000,-28464.000,-7465.000,-5265.000,-781.000,-105.000,-4559.000,-2440.000,-1732.000,2646.000,-4308.000,-22162.000,-4370.000,-71900.000,-17558.000,-30894.000,-112809.000,-28711.000,-24011.000,-41781.000,-322100.000
3.04.06,Resultado de Equivalência Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-8909.000,-5923.000,-7039.000,-9356.000,-52.000,-9414.000,-6032.000,-5567.000,-8715.000,-5832.000,0.000,-9.000,1.000,5.000,18.000,-54.000,5.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,-15817.000,57276.000,53726.000,30858.000,52132.000,52818.000,100545.000,51385.000,75236.000,-17540.000,48379.000,39046.000,45150.000,72096.000,30928.000,2305.000,86448.000,25306.000,18840.000,60204.000,85346.000,74691.000,55812.000,69649.000,28464.000,-103629.000,1581.000,183899.000,147225.000,137994.000,114095.000,194139.000,267441.000,264583.000,68755.000,56978.000,185902.000,348790.000,-109874.000,133894.000,256737.000,324047.000,-34989.000,235135.000,605237.000,719891.000,185380.000,402859.000,1315602.000,808314.000,48233.000,333144.000,973276.000,644004.000,414965.000,-97064.000,498521.000,675159.000,72955.000,266514.000,866048.000,453286.000,284046.000
3.06,Resultado Financeiro,13399.000,-13890.000,-24015.000,-17645.000,-17935.000,11519.000,-6126.000,-3159.000,-18340.000,-40229.000,-39525.000,25504.000,11000.000,-17820.000,-8098.000,-9977.000,-21488.000,-19163.000,-19019.000,-42056.000,-35340.000,-14763.000,-44990.000,-23751.000,-35746.000,-11642.000,-40689.000,-26399.000,-21953.000,-22473.000,-16063.000,-31974.000,-15182.000,-15032.000,-24967.000,-17495.000,-20500.000,-36918.000,-41308.000,-45324.000,-25725.000,-34739.000,-26403.000,-4884.000,-33805.000,-68834.000,-83656.000,-166262.000,-151980.000,-131594.000,-192765.000,-223129.000,-147753.000,-172609.000,-190933.000,-199981.000,-190404.000,-224402.000,-211046.000,-373081.000,-132208.000,-275272.000,-337636.000
3.06.01,Receitas Financeiras,34373.000,11753.000,20721.000,24389.000,27072.000,28337.000,18604.000,29651.000,28370.000,37471.000,28764.000,54212.000,40623.000,21629.000,38786.000,49661.000,33855.000,26120.000,36835.000,41735.000,111148.000,99908.000,107196.000,129114.000,152832.000,115438.000,35850.000,95536.000,83115.000,38640.000,34635.000,27295.000,38190.000,55639.000,84135.000,108642.000,47597.000,27346.000,40706.000,88010.000,164790.000,73235.000,78241.000,113412.000,92552.000,100341.000,395990.000,-94174.000,307947.000,286986.000,126271.000,125613.000,141769.000,169639.000,84199.000,128575.000,90365.000,183979.000,86797.000,216693.000,155528.000,158400.000,173338.000
