Dividendos_Pagos,2008T2,2009T2,2010T2,2011T2,2012T2,2013T2,2014T2,2015T2,2016T2,2017T2,2017T3,2018T2,2019T2,2020T2,2020T3,2020T4,2021T2,2022T2,2022T4,2023T2,2023T4,2024T2,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.0838,0.1086,0.0726,0.159,0.6344,0.1549,0.3882,0.2797,0.5995,0.1465,2.0698,2.134,1.8941,0.394,0.3938,0.198,1.0627,2.4261,0.3478,2.5962,0.0545,0.83,0.5463,0.9058
