Dividendos_Pagos,1996T2,1996T3,1997T2,1997T3,1997T4,1998T2,1998T3,1998T4,1999T2,1999T4,2000T1,2000T4,2001T1,2001T2,2002T2,2003T2,2004T2,2005T2,2006T1,2006T2,2006T3,2007T2,2007T4,2008T2,2008T3,2009T1,2009T2,2009T4,2010T2,2011T2,2012T2,2012T4,2013T2,2013T3,2013T4,2014T1,2014T4,2015T1,2019T2,2019T3,2020T2,2021T2,2021T3,2022T1,2022T2,2022T4,2023T2,2023T4,2024T2,2024T4
Dividendos + JCP Pagos no Trimestre,0.479,0.3858,1.1595,1.174,1.505,0.5461,2.0275,1.3885,1.673,0.9759,0.7361,4.6006,22.1341,11.6558,1.9518,11.1478,10.1229,8.2192,3.6393,3.1167,1.2936,2.6717,3.119,1.709,0.2079,1.9771,0.3538,0.439,1.0288,1.2736,0.8231,0.2058,0.3841,0.2058,0.3429,0.2915,0.2024,0.2026,0.6509,0.299,0.0089,0.6529,1.268,0.1915,0.6816,1.7074,1.2171,0.7428,0.7164,0.5505
