cd_conta_padrao,ds_conta_padrao,2015-T4,2016-T4,2017-T4,2018-T4,2019-T4,2020-T4,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
1,Ativo Total,12576064.0,10689634.0,9878050.0,9643554.0,10440198.0,11253275.0,12993418.0,13561514.0,14891765.0,14964569.0,15487360.0,16106035.0,17637396.0,18096624.0,19678089.0,20786450.0,22160762.0,24054292.0,25479109.0,27155138.0,29803895.0,31519505.0
01.01,Caixa e Equivalentes,1653090.0,1830399.0,1300293.0,536091.0,2534917.0,1905048.0,1212577.0,1328365.0,1155540.0,1035929.0,1226395.0,947473.0,1317805.0,1300899.0,1608417.0,1324522.0,1198780.0,1341790.0,1311041.0,1396179.0,1131911.0,1316124.0
01.02,Aplicações Financeiras (TVM),1576186.0,2200518.0,2336468.0,1150169.0,1244087.0,1160375.0,1165455.0,,1148449.0,912196.0,576235.0,277731.0,660014.0,693077.0,1184769.0,1628872.0,2488158.0,2600863.0,2623801.0,2775565.0,4712812.0,4497158.0
01.02.01,TVM a Valor Justo,781148.0,1096223.0,1159632.0,2412805.0,2568769.0,2320750.0,2330910.0,918046.0,934216.0,901924.0,1139631.0,1188987.0,1202560.0,1316677.0,1337215.0,1412426.0,1511108.0,1445725.0,1752400.0,1776150.0,1805548.0,1472102.0
01.03,Carteira de Crédito,8659139.0,6283719.0,5830174.0,,,,,,9662176.0,10052450.0,10390766.0,11561312.0,12142996.0,12622422.0,13322810.0,14148118.0,14690814.0,15681525.0,16320200.0,18984579.0,19273391.0,21557051.0
01.03.01,Crédito Bruto,,,,,,,,,9662176.0,10052450.0,10390766.0,11561312.0,12142996.0,12622422.0,13322810.0,14148118.0,14690814.0,15681525.0,16320200.0,18984579.0,19273391.0,21557051.0
01.03.02,Provisão para Crédito (PPE),,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1082571.0,-1030839.0,-994104.0
01.04,Tributos Diferidos,552187.0,557924.0,506726.0,25190.0,34310.0,551314.0,620435.0,575450.0,,,,,,,,,,,,,,
01.05,Investimentos,6945.0,4036.0,8602.0,1150169.0,1244087.0,1160375.0,1165455.0,918046.0,0.0,0.0,200661.0,227433.0,238332.0,318015.0,317315.0,365280.0,356803.0,346770.0,0.0,96252.0,65680.0,70283.0
01.06,Imobilizado,237963.0,276062.0,446397.0,6145703.0,4740892.0,6448371.0,8841261.0,9582490.0,934216.0,901924.0,938970.0,961554.0,964228.0,998662.0,1019900.0,1047146.0,1154305.0,1098955.0,1752400.0,1679898.0,1739868.0,1401819.0
01.07,Intangível,35761.0,37567.0,39955.0,47501.0,56641.0,69262.0,81720.0,81258.0,9834620.0,10193958.0,10558298.0,11705871.0,12570087.0,12763873.0,13509873.0,14385530.0,14918053.0,16550095.0,17263405.0,18693207.0,19095348.0,21432830.0
